person_id,tbrc_id,default_name,tradition_id
6498,P4094,"Lobzang Khyenrab Wangchuk",27
6502,P4098,"Jigme Lungrik Gyatso",27
6505,P410,"Ngawang Tashi",27
6526,P412,"Ngawang Chokden",27
6529,P4122,"Lobzang Nyendrak",27
6535,P4128,"Jigme Tenpai Nyima",27
6536,P4129,"Jigme Rigpai Sengge",27
6548,P414,"Taktsang Lobzang Rabten",27
6580,P417,"Ngawang Konchok Nyima",27
6622,P4208,"Sonam Drakpa",27
6634,P4219,"Lobzang Trinle Gyatso",27
6635,P422,"Sherab Tashi",27
6646,P423,"Jamyang Zhepai Dorje",27
6648,P4231,"Lobzang Gyeltsen",27
6667,P4249,"Lodro Gyatso",27
6690,P427,"Pakpa Dechen Dorje",27
6729,P4304,"Lobzang Tenpa Dargye",27
6731,P4306,"Ra Sonam Wanggyel",27
6746,P432,"Baso Chokyi Gyeltsen",27
6760,P4332,"Rabten Gyatso",27
6770,P4341,"Chowang Drakpa",27
6779,P435,"Konchok Delek",27
6788,P4358,"Jampa Tashi",27
6793,P4362,"Lhawang Chokyi Gyeltsen",27
6818,P4385,"Jigme Samdrub Gyatso",27
6872,P4434,"Jampa Gyatso",27
6874,P4436,"Sonam Chopel",27
6910,P447,"Chokyi Shenyen",27
6928,P4487,"Lobzang Lungrik Nyima",27
6929,P4488,"Jigme Tubten Nyima",27
6935,P4493,"Wonpo Lhakyab",27
6940,P4498,"Liyul Chogyel",27
6953,P451,"Monlam Pelwa",27
6978,P4532,"Ngawang Lobzang Tenpai Gyeltsen",27
6979,P4533,"Ngawang Jampel Tsultrim Gyatso",27
6997,P455,"Rinchen Wozer",27
7069,P4614,"Lobzang Tenpai Dronme",27
7083,P4627,"Damcho Pelbar",27
7093,P4636,"Lodro Tenpa",27
7105,P4647,"Ngawang Trinle",27
7162,P4699,"Ngawang Khedrub",27
7169,P4704,"Lobzang Shedrub Gyatso",27
7170,P4705,"Lobzang Tashi Rabgye",27
7172,P4707,"Lobzang Tashi Trinle Gyatso",27
7182,P4716,"Lobzang Lhundrub",27
7230,P4760,"Gyeltsen Zangpo",27
7232,P4762,"Lodro Rinchen Sengge",27
7240,P477,"Chokyi Gyeltsen",27
7272,P4799,"Bamda Gelek",27
7294,P482,"Peljor Lhundrub",27
7305,P483,"Sherab Zangpo",27
7732,P5221,"Dola Jigme Kelzang",27
7743,P5231,"Tashi Tongtun",27
7870,P5355,"Jampa Chodrak",27
7879,P5364,"Jamyang Tenpai Nyima",27
7881,P5367,"Jamyang Tenzin Gyatso",27
7945,P5425,"Dongak Chokyi Gyatso",27
8027,P55,"Khedrubje Gelek Pelzang",27
8069,P5537,"Dondrub Gyatso",27
8076,P5543,"Kunga Pelwa",27
8079,P5546,"Pelden Lodro",27
8085,P5552,"Kunga Pelden",27
8086,P5553,"Tseten Gyatso",27
8097,P5563,"Sanggye Rinchen",27
8099,P5565,"Dorje Zangpo",27
8101,P5567,"Kunga Lodro",27
8103,P5569,"Jedrung Sherab Wangpo",27
8105,P5570,"Drakpa Gyatso",27
8106,P5571,"Shenyen Drakpa",27
8107,P5572,"Tenpa Gyeltsen",27
8108,P5573,"Pelden Gyeltsen",27
8109,P5574,"Jampa Tashi",27
8116,P5580,"Khedrub Shakya Lhawang",27
8184,P5642,"Lobzang Chodar",27
8354,P58,"Lodro Gyeltsen",27
8860,P6282,"Khetsun Gyatso",27
8906,P6324,"Karma Chopel",27
8964,P638,"Sherab Wozer",27
9049,P6457,"Lobzang Gyeltsen",27
9050,P6458,"Tubten Nyinje",27
9051,P6459,"Yeshe Wangden",27
9053,P6460,"Lhundrub Tsondru",27
9056,P6464,"Lobzang Nyendrak Gyatso",27
9062,P647,"Peljor Lhundrub",27
9095,P65,"Gyeltsabje Darma Rinchen",27
9213,P661,"Tenpai Gyeltsen",27
9254,P665,"Pelden Tashi",27
9361,P675,"Lobzang Trinle",27
9442,P6824,"Orgyen Tendzin Gyatso",27
9523,P6899,"Lobzang Jigme Namkha",27
9588,P6958,"Tubten Nyendrak",27
9590,P696,"Changlung Pelchen Namkha Jigme",27
9693,P7054,"Lobzang Pelden Gyeltsen",27
9703,P7063,"Tenpa Tsering",27
9750,P7107,"Sherab Puntsok",27
9753,P711,"Shar Kelden Gyatso",27
9795,P715,"Lodro Gyatso",27
9839,P719,"Lobzang Chokyi Gyeltsen",27
9873,P722,"Dogyu Gyatso",27
10168,P75,"Khedrub Norzang Gyatso",27
10480,P78,"Khyenrab Wangchuk Drakpa Zangpo",27
10579,P79,"Taktsang Lotsāwa Sherab Rinchen",27
10687,P80,"Gendun Drub",27
10794,P81,"Lodro Chokyong",27
10957,P8254,"Lobzang Chodrak",27
11114,P84,"Gendun Gyatso",27
11131,P8415,"Ngawang Lungtok Yonten Gyatso",27
11352,P862,"Jangchub Tsondru",27
11417,P8679,"Sanggye Tsepel",27
11565,P8813,"Jedrung Miyowa Zhonnu Lodro",27
11569,P8817,"Tenpa Rinchen",27
11575,P8822,"Tenpa Rabgye",27
11597,P8845,"Jedrung Jamyang Shenyin",27
11618,P8864,"Ngawang Trinle Zangpo",27
11731,P8968,"Ngawang Trinle",27
12521,P97,"Sanggye Yeshe",27
12817,P998,"Gelek Pelzang",27
12828,P999,"Sonam Gyatso",27
12838,P9999,"Tsembupa Darma Wozer",27
12883,P994,"Chokyi Dorje",27
13026,P997,"Wensapa Lobzang Dondrub",27
13073,P1AG39,"Chennga Sonam Zangpo",27
13075,P8LS76449,"Oluk Darhan Nangso",27
13078,P2CZ9156,"Jangsem Sherab Zangpo",27
13085,,"no [delete]",27
13094,P2AG1,"Ngawang Trinle Pelzang",27
13095,P2AG2,"Sanggye Peljor",27
13096,P2AG3,"Choje Ngawang",27
13097,P2AG4,"Ngawang Chojor Zangpo",27
13098,P2AG5,"Ngawang Pelden Gyeltsen Chokyi Wangchuk",27
13099,P2AG6,"Ngawang Tenpai Jungne Trinle Chokyi Gyeltsen",27
13100,P2AG7,"Lobzang Trinle Namgyel",27
13101,P2AG9,"Jampel Kelzang Jigme Chokyi Gyeltsen",27
13102,P2AG8,"Lobzang Wangchuk",27
13103,P2AG11,"Lobzang Chokle Namgyel",27
13104,P2AG12,"Lobzang Jampel Tendzin Namgyel",27
13105,P2AG13,"Lobzang Namgyel Tendzin Lhundrub",27
13106,P2AG14,"Konchok Tendzin",27
13107,P2AG15,"Lobzang Puntsok Namgyel",27
13108,P2AG16,"Lobzang Tendzin Trinle",27
13109,P2AG17,"Kelzang Chodrak Pelden",27
13110,P2AG18,"Lobzang Chopel",27
13111,P2AG19,"Jampa Taye",27
13112,P2AG20,"Chopel Zangpo",27
13167,P1PD102748,"Lobzang Dogyu Yeshe",27
13168,P1PD96458,"Lobzang Jamyang",27
13171,P3AG62,"Lobzang Tubten Jigme Tsultrim Gyatso",27
13173,P1KG4775,"Jampel Gendun Gyatso",27
13176,P8LS12691,"Lobzang Shedrub Tendzin Gyatso",27
13177,P8LS12692,"Lobzang Jigme Tendzin Gyatso",27
13179,P8LS12079,"Lobzang Khedrub Nyima",27
13180,P8LS12772,"Name Unknown",27
13182,P8LS12002,"Lobpon Galeb",27
13195,P8LS12001,"Drakpa Rinchen",27
13201,P8LS13152,"Lobzang Gyatso",27
13202,P8LS13149,"Lobzang Khechok",27
13203,P8LS13151,"Gendun Konchok Lobzang Tendzin",27
13217,P8LS15288,"Ngawang Rinchen",27
13226,P2LS162,"Kunga Tendzin",27
13423,P8LS12199,"Miyowa Zhonnu Lodro",27
13425,P2LS150,"Kontse Tsewang Dondrub",27
13426,P2LS153,"Lobzang Nyendrak",27
13427,P2LS179,"Puntsok Tsewang",27
13428,P2LS172,"Sonam Dargye",27
13502,P3CN359,"Rinchen Lhunpo",27
13507,P1KT6,"Rinchen Peldzom",27
13510,P1KG4195,"Agvan Dorjiev",27
13519,P1KT2,"Nyigyel Pangdatsang",27
13520,P1TD6,"Nyima Pangdatsang",27
13521,P1KT1,"Rapga Pangdatsang",27
13522,P1TD8,"Tobgyal Pangdatsang",27
13523,P1TD7,"Lobzang Yampel Pangdatsang",27
13531,P1AG84,"Yungdrung Tendzin",27
13532,P1AG85,"Puntsok Tenpa",27
13547,P1KT12,"Ngawang Trinle Gyatso",27
13548,P1TD22,"Wangchuk Dorje Sadutshang",27
13549,P1TD21,"Lo Nyendrak Sadutshang",27
13614,P1TD48,"Depa Norbu",27
13666,P8LS76444,"Pawo Wangchuk Tengpa Lobzang Nyima",27
13687,P8LS76434,"Lobzang Mingyur Dorje",27
5897,P3546,"Amdo Geshe Jampel Rolpai Lodro",27
11798,P9029,"Yuthok Dorje Yudon",27
12171,P9371,"Lobzang Dorje",27
2418,P1160,"Ngawang Lobzang",27
2423,P1165,"Surkhang Wangchen Gelek",27
2758,P1470,"Kelzang Tubten Wangchuk",27
13722,,"Drumpa Namgyel Gyeltsen",27
12403,P959,"Tsultrim Nyima",27
7525,P5031,"Lobzang Tsondru",27
13725,,"Lhalung Gyeltsen Tarchin",27
13625,P1LS5648,"Tsarong Pema Dolkar",27
9333,P6722,"Yuthok Tashi Dhondup",27
3730,P2064,"Kelzang Jamyang Gyatso",27
1901,P10342,"Kunga Chopak Tubten Nyima",27
7565,P5068,"Ara Drubtob Tarpai Gyeltsen",27
2328,P1079,"Chokyi Gyelpo",27
9712,P7072,"Gendun Tendzin Gyeltsen",27
7877,P5362,"Jamyang Tenpai Gyeltsen",27
8128,P5591,"Jigme Tenpai Wangchuk",27
7882,P5368,"Jigme Tsultrim Namgyel",27
2469,P1206,"Lobzang Chopel Gyatso",27
7171,P4706,"Lobzang Tashi Tenpai Gyeltsen",27
6332,P3942,"Lobzang Tendzin Namgyel Trinle Dorje",27
13550,P2KT5,"Lobzang Tenzin Trinle Gyatso",27
3049,P1737,"Lobzang Tenpai Gyeltsen",27
2393,P1138,"Lobzang Tsultrim Jigme Gyatso",27
3061,P1748,"Lobzang Tubten Gelek Gyeltsen",27
3786,P2115,"Lobzang Tubten Mipam Tsultrim Gyeltsen",27
2527,P1259,"Ngawang Chokdrub Tenpai Gyeltsen",27
2330,P1080,"Ngawang Chokyi Wangchuk",27
6045,P3681,"Ngawang Jamyang Tashi",27
3134,P1813,"Ngawang Jamyang Tenzin Gyatso",27
4380,P266,"Ngawang Lobzang Tenpai Gyeltsen",27
6982,P4536,"Ngawang Sanggye Pelzang",27
6099,P373,"Ngawang Tendzin Gyatso",27
3795,P2124,"Ngawang Trinle Tenzin Khyenrab",27
10394,P7715,"Ngawang Tubten Kelzang Tenpai Dronme",27
6334,P3944,"Rinchen Tendzin Trinle Dorje",27
6349,P3958,"Tenzin Rinchen",27
6185,P3808,"Tenzin Trinle",27
6333,P3943,"Tsewang Sonam Tobgyel",27
6670,P4251,"Tsoknyi Gyatso",27
2996,P169,"Konchok Jigme Wangpo",27
9343,P6731,"Dokhar Tsewang Norbu",27
8156,P5617,"Kachen Lobzang Zotpa",27
6466,P4065,"Konchok Chozang",27
13744,,"Lama Chimpa Gyatso",27
4302,P259,"Ngawang Yeshe Tubten",27
13113,P2AG23,"Shākya Gyeltsen",27
9690,P7051,"Lobzang Tendzin Gyatso",27
3743,P2076,"Ngawang Chodrak",27
2819,P1526,"Yeshe Tardo",27
6586,P4176,"Puntsok Namgyel",27
13737,,"Ngawang Jungne",27
13724,,"Sonam Dekyi",27
7297,P4822,"Damcho Tsomo",27
13683,P8LS76442,"Jampa Gyeltsen Lhalungpa",27
3822,P215,"Tubten Chokyi Nyima",27
2945,P1642,"Sungrab Gyatso",27
13693,P4CZ366523,"Lobzang Wanggyel",27
3785,P2114,"Ngawang Lobzang Jigme Tenpai Gyeltsen",27
13823,,"Khenpo Lobzang Puntsok",27
8612,P6037,"Zong Lobzang Tsondru Tubten Gyeltsen",27
5953,P3599,"Chodrak Zangpo",27
2409,P1152,"Namkha Sengge",27
9287,P6680,"Langdun Kunga Rinchen",27
11437,P8697,"Jampel Namdrol Chokyi Gyeltsen",27
13166,P1PD102803,"Ngawang Dogyu Yonten Rabgye",27
13694,P8LS76437,"Tenzin Chodrak",27
13628,P1KG10060,"Lobsang Phuntsok Lhalungpa",27
7007,P4559,"Thupten Lungtok Namgyal Trinley",27
4309,P2596,"Lobzang Yeshe Tenzin Gyatso",27
3307,P197,"Tubten Gyatso",27
3783,P2112,"Jigme Tenpai Gonpo",27
7107,P4649,"Ngawang Tenpai Gyeltsen",27
5371,P306,"Jangchub Chopel",27
6493,P409,"Ngawang Trinle Gyatso",27
5436,P312,"Gendun Trinle Rabgye",27
8861,P6283,"Gendun Tenzin Norbu",27
7876,P5361,"Kelzang Khyenrab Gyatso",27
4487,P2756,"Lobzang Chopel",27
13175,P8LS12690,"Ngawang Trinle Pelzang",27
9055,P6463,"Drakpa Dondrub",27
9057,P6465,"Lobzang Jinpa",27
9058,P6466,"Jamyang Damcho",27
9059,P6467,"Tsultrim Dargye",27
13865,,Aten,27
13867,,"Ma Tenzin",27
13652,P3CN15711,"Ngawang Lobzang Thubstan Choknor",27
40,P00EGS1016936,"Acharya Sempa Dorje",27
13805,P1TD123,"Tseyang Sadutshang",27
13731,,"Golok Menpa",27
13773,P4CZ10542,"Gelongma Pelmo",27
8986,P64,"Tsongkhapa Lobzang Drakpa",27
2918,P1617,"Jangsem Dawa Gyeltsen",27
13183,P8LS12003,"Takleb Jangchub Gyeltsen",27
13404,P8LS4319,"Namkha Pelwa",27
13544,P1KT8,Menjangma,27
13706,,"Jetsun Khacho Wangmo",27
13698,P1KT13,"Samten Gyatso",27
13883,P3CN8621,"Delok Tenzin Chodron",27
4611,P287,"Shabkar Tsokdruk Rangdrol",27
7895,P538,"Kunga Gyatso",27
2953,P1650,"Chokyi Gyeltsen",27
7937,P5418,"Lobzang Pelden Gyatso",27
4727,P2976,"Konchok Tenpai Gyeltsen",27
13822,,"Geshe Mila Lobzang Tashi",27
13588,P2KT11,"Danzan Ravjaa",27
1871,P10315,"Samlo Sanggye Tashi",27
5500,P318,"Go Lotsāwa Zhonnu Pel",27
726,P0RK1485,"Paṇchen Namkha Pelzang",28
1869,P10313,"Lodro Namgyel",28
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",28
2670,P139,"Dolpopa Sherab Gyeltsen",28
2790,P150,"Yonten Gyatso",28
2801,P151,"Sabzang Mati Paṇchen Lodro Gyeltsen",28
2812,P152,"Chokle Namgyel",28
2823,P153,"Jonang Lotsāwa Lodro Pel",28
3673,P2010,"Nyawon Kunga Pel",28
3936,P2252,"Drigung Lotsāwa Maṇikaśrījñāna",28
3937,P2253,"Zhangton Gyawo Sonam Drakpa",28
3938,P2254,"Tangpoche Kunga Bum",28
3939,P2255,"Menchukhawa Lodro Gyeltsen",28
3940,P2256,"Rinchen Tsultrim",28
4085,P2387,"Kunga Drolchok",28
4113,P2412,"Tangpo Chungwa Lodro Pel",28
4115,P2414,"Gharungwa Lhai Gyeltsen",28
4119,P2418,"Orgyen Dzongpa Chokyong Gyeltsen",28
4150,P2448,"Kunga Rinchen Gyatso",28
4164,P2460,"Nyakpuwa Sonam Zangpo",28
4166,P2462,"Jampa Khawoche",28
4167,P2463,"Drubchen Kunga Lodro",28
4168,P2464,"Jamyang Konchok Zangpo",28
4170,P2466,"Namkha Chokyong",28
4301,P2589,"Yumo Mikyo Dorje",28
4358,P264,"Jamgon Kongtrul Lodro Taye",28
5408,P3094,"Sharchen Yeshe Gyeltsen",28
5858,P3507,"Gorumpa Kunga Lekpa",28
6278,P3893,"Namgyel Drakpa Zangpo",28
6412,P4013,Buddhagupta-nātha,28
6567,P4158,"Dutsi Gyurme",28
6738,P4312,"Yakde Paṇchen Tsondru Dargye",28
7272,P4799,"Bamda Gelek",28
8126,P559,"Pema Nyinje Wangpo",28
8361,P5805,"Khyentse Tokden",28
8752,P6167,"Ngawang Lodro Drakpa",28
9030,P644,"Gyurme Dechen",28
9372,P676,"Rigdzin Tsewang Norbu",28
9482,P2251,"Kunpang Chodrak Pelzang",28
9789,P7144,"Lama Jangchub Sengge",28
11183,P8464,"Jetsunma Kunga Trinle Wangmo",28
11307,P858,"Tukje Tsondru",28
11731,P8968,"Ngawang Trinle",28
13063,P2416,"Khenchen Lungrik Gyatso",28
13064,P2MS4764,"Kunga Pelzang ",28
13065,P2417,"Lochen Ratnabhadra",28
13078,P2CZ9156,"Jangsem Sherab Zangpo",28
11437,P8697,"Jampel Namdrol Chokyi Gyeltsen",28
11632,P8878,"Rinchen Pel",28
2712,P1428,Tāranātha,28
13612,P1AG114,"Kunzang Chokyi Drolma",28
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",28
3004,P1697,"Tennyi Lingpa",28
4114,P2413,"Puntsok Pelzang",28
5,P00AG02484,"Gyergom Tsultrim Sengge",37
726,P0RK1485,"Paṇchen Namkha Pelzang",37
1898,P1034,"Muchen Sempa Chenpo Konchok Gyeltsen",37
2504,P1238,"Machik Zhama",37
2670,P139,"Dolpopa Sherab Gyeltsen",37
2801,P151,"Sabzang Mati Paṇchen Lodro Gyeltsen",37
3152,P183,"Shukseb Jetsun Choying Zangmo",37
3759,P2090,"Gotsangpa Gonpo Dorje",37
3791,P2120,"Zhiwa Zangpo",37
3792,P2121,"Pakpa Gelek Gyeltsen",37
3877,P22,"Longdol Lama Ngawang Lobzang",37
3939,P2255,"Menchukhawa Lodro Gyeltsen",37
4168,P2464,"Jamyang Konchok Zangpo",37
6065,P37,"Ngawang Lobzang Gyatso",37
6622,P4208,"Sonam Drakpa",37
6646,P423,"Jamyang Zhepai Dorje",37
6672,P4253,"Jamyang Gonpo",37
6746,P432,"Baso Chokyi Gyeltsen",37
6749,P4322,"Yabzang Choje Chokyi Monlam",37
6756,P4329,"Zarawa Kelden Yeshe Sengge",37
6962,P4518,"Dzeng Dharmabodhi",37
7114,P4655,"Drapa Ngonshe",37
9201,P66,"Rangjung Dorje",37
9839,P719,"Lobzang Chokyi Gyeltsen",37
10258,P7589,"Layakpa Jangchub Ngodrub",37
10531,P7852,"Pajo Drukgom Zhikpo",37
10649,P7964,"Kunga Bum",37
13061,P3AG59,"Ngok Jo Tsultrim Sherab",37
13062,,"Tropu Gyeltsa Rinchen Gonpo ",37
13462,P1AG37,"Machik Rema",37
5897,P3546,"Amdo Geshe Jampel Rolpai Lodro",37
8631,P6054,"Chopa Lugu",37
5644,P3312,"Machik Labdron",37
8612,P6037,"Zong Lobzang Tsondru Tubten Gyeltsen",37
8177,P5636,"Nyoshul Khenpo Jamyang Dorje",37
8857,P628,"Melong Dorje",37
2510,P1243,"Padampa Sanggye",37
1754,P1021,"Trulzhik Sengge Gyabpa",37
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",37
8472,P5909,"Dungtso Repa The Later",37
6726,P4301,"Rokben Sherab Wo",37
2539,P127,"Pakmodrupa Dorje Gyelpo",37
2806,P1514,"Kodrakpa Sonam Gyeltsen",37
11141,P8425,"Tashi Peltsek",37
2733,P1448,"Orgyenpa Rinchen Pel",38
6257,P3874,"Sabzang Pakpa Zhonnu Lodro",38
2338,P1089,"Nesar Jamyang Khyentse Wangchuk",40
2733,P1448,"Orgyenpa Rinchen Pel",40
3028,P1718,"Lodro Sengge",40
3736,P207,Vanaratna,40
3759,P2090,"Gotsangpa Gonpo Dorje",40
4115,P2414,"Gharungwa Lhai Gyeltsen",40
4348,P2630,"Sherab Zangpo",40
4349,P2631,"Namkha Pelzang",40
4350,P2632,"Jamyang Yeshe Rinchen",40
4352,P2634,"Dorje Rinchen",40
5641,P331,"Deumar Geshe Tendzin Puntsok",40
6065,P37,"Ngawang Lobzang Gyatso",40
6668,P425,"Nyima Drakpa",40
6671,P4252,"Lorepa Wangchuk Tsondru",40
6672,P4253,"Jamyang Gonpo",40
7803,P529,"Jamgon Ngawang Gyeltsen",40
7874,P536,"Shakya Tendzin",40
8028,P550,"Yonten Taye",40
8126,P559,"Pema Nyinje Wangpo",40
8355,P580,"Jigme Norbu",40
8361,P5805,"Khyentse Tokden",40
8460,P5899,"Khyungtsangpa Yeshe Lama",40
8637,P606,"Sengge Gyelpo",40
8782,P620,"Shākya Shrī",40
9839,P719,"Lobzang Chokyi Gyeltsen",40
10372,P7694,"Lama Monlam Rabzang",40
10442,P7760,"Humrel Dung Dung Gyelchok",40
10482,P7800,"Lama Pema Tsewang",40
10531,P7852,"Pajo Drukgom Zhikpo",40
10536,P7857,"Taktsang Repa Ngawang Gyatso",40
10857,P816,"Drukpa Kunle",40
11352,P862,"Jangchub Tsondru",40
11441,P870,"Jamyang Chodrak",40
11462,P872,"Yonten Yeshe",40
11731,P8968,"Ngawang Trinle",40
11865,P909,"Tsangpa Gyare Yeshe Dorje",40
11898,P912,"Wonre Darma Sengge",40
11909,P913,"Zhonnu Sengge",40
11942,P916,"Sengge Sherab",40
11986,P920,"Kunga Peljor",40
13120,P2AG27,"Drodul Dorji Tenzin",40
13121,P2AG28,"Drubtob Namgyel Lhundrub",40
13125,P2AG34,"Namkha Gyeltsen",40
13145,P3AG29,"Tendzin Sizhi Namgyel",40
13147,P3AG31,"Drubwang Drakpa Gyeltsen",40
13659,P3JT12060,"Tokden Orgyen Tenzin",40
13738,,"Konchok Stanzin Damchos Gyurmed",40
7622,P512,"Tenzin Rabgye",40
13740,,"Gyelpo Zhabdrung",40
10320,P7645,"Karma Wangdzin",40
13435,P1AG8,"Drubtob Tsangzhikpa",40
8181,P564,"Chokgyur Lingpa",40
7676,P517,"Damcho Pekar",40
7895,P538,"Kunga Gyatso",40
7815,P530,"Shakya Rinchen",40
8343,P579,"Sherab Gyeltsen",40
7918,P540,"Sherab Sengge",40
7601,P510,"Sonam Wozer",40
8397,P584,"Yeshe Ngodrub",40
7719,P521,"Gyelse Kunga Gyeltsen",40
3004,P1697,"Tennyi Lingpa",40
2806,P1514,"Kodrakpa Sonam Gyeltsen",40
7775,P5262,"Yanggonpa Gyeltsen Pel",40
11877,P910,"Lingrepa Pema Dorje",40
61,P00EGS1017135,"Dorje Sherab",42
620,P0RK1366,"Damcho Lingpa",42
2561,P129,"Lobpon Tsilungpa",42
2584,P131,"Won Sherab Jungne",42
2595,P132,"Chennga Drakpa Jungne",42
2606,P133,"Ngoje Repa",42
2774,P1485,"Chokyi Gyelpo",42
2789,P15,"Nyo Gyelwa Lhanangpa Sanggye Rinchen",42
2891,P1591,"Duldzin Drakpa Gyeltsen",42
3902,P2221,"Chung Dorje Drakpa",42
3903,P2222,"Tokkhawa Rinchen Sengge",42
3904,P2223,"Tsamchepa Drakpa Sonam",42
3906,P2225,"Dorje Rinchen",42
3907,P2226,"Dorje Gyelpo",42
3936,P2252,"Drigung Lotsāwa Maṇikaśrījñāna",42
5997,P3638,"Pelchen Chokyi Yeshe",42
6134,P3762,"Tsondru Sengge",42
6138,P3766,"Sonam Pel",42
6147,P3774,"Khenpo Zopa",42
6578,P4168,"Sanggye Dorje",42
6721,P4298,"Rinchen Sherab",42
7040,P4589,"Rinchen Wanggyel",42
7523,P503,"Dondrub Gyelpo",42
8126,P559,"Pema Nyinje Wangpo",42
8964,P638,"Sherab Wozer",42
9171,P6571,"Choden Zangmo",42
10824,P813,"Gar Dampa Chodingpa",42
11299,P8572,"Jonub Dorje Yeshe",42
12405,P9591,"Drakpa Rinchen",42
13073,P1AG39,"Chennga Sonam Zangpo",42
13230,P2CN11094,"Jangchub Lingpa",42
13231,P8LS13544,"Rinchen Gyelpo",42
13232,P2CZ7941,"Pelchen Ngepuwa",42
13233,P11MS248,"Chennga Namtsowa",42
13235,P11MS253,"Lama Orgyen",42
13237,P11MS249,"Chennga Rinchen Zangpo",42
13238,P11MS250,"Dordzin Gowoche",42
13239,P11MS251,"Gejong Tashi Bum",42
13240,P11MS252,"Geshe Yakru Peldrak",42
13242,P11MS257,"Rinchen Jangchub",42
13429,P1AG1,"Chennga Darma Tsultrim",42
13430,P1AG3,"Chennga Rinchen Jungne",42
13431,P1AG4,"Choje Gangpa Rinchen Wozer",42
13434,P1AG7,"Zhonnu Rinchen",42
13436,P1KG2856,"Drubtob Sengge Yeshe",42
13437,P1AG9,"Drakpa Tsondru",42
13438,P1AG10,"Lama Tsentrangwa",42
13439,P1AG11,"Sonyompa Sherab Pel",42
13440,P1KG4203,"Drubtob Nyakre Sewo",42
13442,P1AG15,"Dorje Khyung",42
13443,P1AG16,"Jangtang Repa",42
13445,P1AG18,"Lobpon Gonkarwa",42
13446,P1AG19,"Nyene Rinchen Drak",42
13447,P1AG20,"Drubchen Bardrokpa",42
13448,P1AG21,"Lobpon Yeshe Jangchub",42
13449,P1AG23,"Dorje Sengge",42
13450,P1AG24,"Shākya Rinchen",42
13451,P1AG25,"Gompa Choseng",42
13613,P1AG116,"Nene Metokma",42
13236,P11MS254,"Pa Rinpoche",42
10093,P743,"Botrul Dongak Tenpai Nyima",42
7038,P4587,"Won Sonam Drakpa",42
13821,P3CN27002,"Gergan Konchok Sonam",42
13824,,"Konchok Tokdrol",42
13825,,"Ngawang Tashi Dechen Dorje",42
13432,P1AG5,"Choje Tsadrelwa",42
13433,P1AG6,"Dordzin Sonam Gyatso",42
13435,P1AG8,"Drubtob Tsangzhikpa",42
13241,P11MS256,"Nub Lotsāwa Yonten Drak",42
2810,P1518,Śākyaśrībhadra,42
13234,P11MS255,"Lobpon Tsangpa Jamseng",42
3121,P1801,"Dungtso Repa The Earlier",42
2806,P1514,"Kodrakpa Sonam Gyeltsen",42
2899,P16,"Jikten Gonpo Rinchen Pel",42
3175,P1850,"Dakpo Duldzin",42
3890,P2210,"Gurawa Tsultrim Dorje",42
7775,P5262,"Yanggonpa Gyeltsen Pel",42
2798,P1507,"Kunden Repa",43
2799,P1508,"Tropu Gyeltsa Rinchen Gon",43
6405,P4007,"Tropu Lotsāwa Jampa Pel",43
7373,P4892,"Chegompa Sherab Dorje",43
10280,P7609,Mitrayogin,43
13062,,"Tropu Gyeltsa Rinchen Gonpo ",43
13462,P1AG37,"Machik Rema",43
2810,P1518,Śākyaśrībhadra,43
3101,P1784,"Kuyelwa Rinchen Gon",45
3139,P1818,"Sanggye Yarjon",45
4368,P2649,"Taklungtangpa Tashi Pel",45
6489,P4086,"Drungchen Khachopa Namkha Gyeltsen",45
7637,P5133,"Tishri Repa Sherab Sengge",45
9171,P6571,"Choden Zangmo",45
9254,P665,"Pelden Tashi",45
10315,P7640,"Jampa Jungne",45
13067,P3AG45,"Tsokye Dorje",45
13068,P3AG46,"Drakpa Gyeltsen",45
13069,P3AG48,"Drakpa Rinchen Sherab",45
13070,P3AG49,"Rinchen Lekdrub",45
13071,P3AG47,"Drakpa Lekdrub",45
13072,P2CZ8003,"Gara Lama Sonam Rabten",45
13080,P11MS159,"Bonzhik Khyungnak",45
13141,p1019,"Sanggye Won Drakpa Pel",45
13598,P1AG113,"Yangchen Lhamo",45
9172,P6572,"Chonyi Wangmo",45
8181,P564,"Chokgyur Lingpa",45
4114,P2413,"Puntsok Pelzang",45
11141,P8425,"Tashi Peltsek",45
5,P00AG02484,"Gyergom Tsultrim Sengge",48
3266,P1932,"Barawa Gyeltsen Pelzang",48
3469,P1GS56176,"Marpa Sherab Yeshe",49
6749,P4322,"Yabzang Choje Chokyi Monlam",49
11471,P8729,"Ngok Kunga Dorje",49
11865,P909,"Tsangpa Gyare Yeshe Dorje",49
13061,P3AG59,"Ngok Jo Tsultrim Sherab",49
3006,P1699,"Ngari Paṇchen Pema Wanggyel",49
6749,P4322,"Yabzang Choje Chokyi Monlam",54
6756,P4329,"Zarawa Kelden Yeshe Sengge",54
6159,P3785,"Parpuwa Lodro Sengge",59
7636,P5132,"Yelpa Yeshe Tsek",59
7637,P5133,"Tishri Repa Sherab Sengge",59
13836,,"Trinle Kunkyab Pelzangpo",59
13837,,"Drubgyud Tulku",59
13838,,"Jangchub Nyima",59
