community_id,person_id
327,"2327; 2591; 2598; 2638; 3307; 3822; 4267; 4358; 5805; 6452; 6526; 6874; 7083; 8108; 8571; 8986; 9083; 9126; 9254; 13654; 13707; 13805"
1644,"8455; 8456"
1403,12180
1639,12981
1671,"10019; 13843"
1641,12981
1004,9254
1077,"11796; 12865; 13536; 13537; 13538; 13539; 13541; 13542; 13543; 13558; 13559; 13562"
808,13118
557,"6668; 10355"
1692,13859
335,8105
935,2491
135,2327
1592,13745
1216,4358
1362,10961
657,"2845; 4660; 7512"
1400,8354
334,"4150; 4265"
1191,7162
191,"3040; 6646; 12521"
1169,13167
218,"2069; 6489; 10019; 10083; 10315; 13067; 13068; 13069; 13070; 13071; 13072; 13141; 13686; 13749"
219,"13067; 13068; 13069; 13070; 13071; 13141"
1575,12403
1312,"3866; 13687"
78,"4175; 6578; 13434"
839,"3736; 10644; 12521"
183,2916
1046,"4228; 4291; 8181; 12180"
374,"1564; 2469; 2521; 2948; 2974; 3296; 3889; 4524; 4665; 5436; 5490; 5897; 6045; 6185; 6493; 6634; 6729; 7170; 7172; 8861; 9254; 9753; 9873; 10957; 13201"
941,6493
1521,13684
970,4659
968,"11385; 11645; 13152; 13885"
122,"2387; 2801; 6257"
1092,"13545; 13546; 13549; 13805"
1188,"8825; 10699"
272,1963
1128,6801
603,"1974; 2051; 2137; 2314; 2434; 2491; 2670; 2790; 2801; 2812; 2845; 2915; 2916; 2919; 2943; 2949; 3152; 3188; 3189; 3191; 3194; 3204; 3208; 3211; 3736; 3939; 4086; 4113; 4217; 4219; 4249; 4291; 4327; 5408; 5693; 6100; 6351; 6405; 7053; 7064; 7348; 7512; 7545; 7882; 8454; 8571; 9095; 9105; 10202; 10355; 10452; 10470; 10480; 10528; 10548; 10613; 10633; 10699; 10742; 10753; 10815; 11866; 11883; 11972; 12479; 12553; 12613; 13186; 13523; 13532; 13625; 13654; 13679; 13697; 13707; 13721; 13745; 13787; 13788"
1572,"10019; 10355; 12479"
564,"3822; 4168; 8454; 13205; 13206; 13510"
193,"3006; 4223; 9923; 10497"
591,6620
845,3107
1408,"12403; 13652"
1745,13885
951,"495; 2882; 3000; 4267; 4358; 4622; 5457; 9083; 9126; 9574; 10298; 10373; 11741; 12980; 13654"
1395,11231
418,"7874; 8397"
515,9052
1518,"12839; 13686"
1527,13687
451,7053
1112,8754
91,"1831; 2137; 2683; 2823; 2882; 2896; 2912; 2919; 3469; 3671; 3744; 3762; 3877; 3936; 3938; 3939; 4113; 4114; 4164; 4168; 4276; 4727; 4935; 5331; 5693; 5849; 6159; 6351; 6646; 6735; 7093; 8106; 8986; 9062; 9095; 9201; 9213; 9482; 9634; 9795; 10168; 10298; 10480; 10579; 10683; 13073; 13195; 13234"
486,7945
1305,"3152; 6076; 7442; 13740; 13743"
1606,3822
1645,"3627; 9612"
514,"1639; 3004; 3010; 7767; 13650"
395,2788
573,3762
15,"2662; 2665; 3178; 4354; 4358; 5511; 9126; 10355; 10878; 11385"
618,"2812; 5408; 11307"
296,4402
812,5436
1463,"8181; 9278; 13653; 13659"
1467,"13653; 13659"
1044,8861
1045,8861
1346,"4291; 8181"
585,13221
1585,8156
572,"5317; 8986"
348,"2327; 2974; 3782; 3783; 3784; 3786; 3877; 4265; 4282; 4496; 4498; 4642; 5479; 5485; 6529; 6580; 7232; 7305; 8079; 8103; 9049; 9053; 9062; 10146; 13548"
349,"2419; 2755; 2819; 3134; 3712; 3730; 3989; 4278; 4279; 4489; 4497; 4500; 5706; 6978; 6979; 7182; 7565; 8097; 13171; 13666"
37,"1586; 1637; 1831; 2328; 2329; 2418; 2462; 2787; 2819; 2871; 2931; 2949; 2952; 3008; 3085; 3107; 3274; 3307; 3414; 3708; 3712; 3782; 3783; 3784; 3786; 3792; 3793; 3794; 3795; 3877; 3989; 4141; 4259; 4265; 4282; 4314; 4487; 5317; 5415; 5485; 5641; 5706; 5729; 5777; 5795; 5805; 5871; 5901; 5932; 5953; 6175; 6470; 6526; 6529; 6874; 6978; 7182; 7232; 7240; 8079; 8099; 8103; 8986; 9126; 9213; 9839; 9873; 10480; 11114; 12479; 12828; 13094; 13098; 13102; 13103; 13105; 13110; 13167; 13173; 13519; 13531; 13706"
907,5795
1070,10083
322,1586
1153,6672
105,"2790; 3004; 6351; 9213; 9923; 10623; 10742; 12553; 13063; 13064"
1490,"4820; 13707"
534,"4115; 11417"
347,5729
469,"6470; 10093"
1072,"7803; 7815"
228,3168
1248,2854
806,2399
1612,10355
1448,"11231; 11385"
1566,13707
157,"7636; 7637"
1361,10961
403,6548
705,13234
902,9301
1289,2683
13,"4291; 4358; 5151; 5159; 5164; 5166; 6668; 8574; 8825; 9047; 9213; 9525; 9622; 9884; 9895; 9990; 10093; 10146; 11231; 13227; 13228; 13453; 13454; 13455"
396,2788
900,"3107; 4309; 11798"
361,"2506; 6198; 6928; 6929; 7876; 7876; 7877; 7881; 7882; 7937"
160,3469
889,"3307; 6065"
813,29
1513,"11385; 12839"
1309,9945
1598,"10203; 12745"
1105,8754
1320,"13617; 13688; 13817; 13850"
85,"5; 3152; 13628; 13843"
700,"5151; 5159; 13227; 13228; 13453; 13454; 13455"
259,9254
1347,"3736; 4358"
1558,13701
1416,12180
1119,"3109; 5331"
1406,13652
1736,13884
439,"3485; 4228; 4358; 5024; 5041; 5044; 5048; 5078; 5115; 5117; 5120; 5121; 7272; 7551; 7559; 9047; 9203; 9355; 9585; 9588; 9589; 9593; 9601; 9622; 9895; 10093; 10355; 11426; 11427; 11435; 11444; 11445; 11487; 11488; 11489; 11490; 11491; 12906; 12980; 13162; 13178; 13181; 13679; 13721"
1374,"13545; 13583; 13611; 13628"
1587,"13743; 13825"
1407,13652
1421,"7305; 13823"
728,"2423; 11790; 11796; 11798"
1298,2423
172,"2510; 3152; 4354; 6856; 7007; 7870; 8782; 9372; 10355; 11385; 12839"
1437,8730
719,10199
1162,7622
288,2948
498,6635
1230,5317
1306,9172
831,5729
80,"3101; 3139; 4086; 4114; 4368; 7637; 9126; 9172; 9254; 10315; 11141; 11285; 13068; 13071; 13080; 13141; 13707"
1237,10579
1492,12553
427,"6668; 8578; 9546; 10412; 10413; 10414; 10415; 11487"
317,"5953; 6441; 13241"
1661,11437
110,"2712; 4150; 4358; 5985; 6567; 10961; 11183; 11437; 11731; 12180"
1426,"3049; 13655"
1299,6548
402,"6505; 6548; 6648"
1363,"7442; 10961"
324,"5432; 6872; 10480; 13112"
870,13805
377,7918
380,"8355; 13747; 13749"
400,3000
952,12883
1240,5803
269,1985
270,"1985; 10452; 10528; 12479; 12553; 12613; 13248; 13721; 13788"
143,"6286; 8097"
308,"7601; 7622; 7815; 8028; 10531; 10857"
195,5717
339,3758
1439,8730
1597,12745
1199,4358
178,"1831; 4820; 10355; 10815; 11883; 12500; 13186; 13248; 13249; 13677"
1655,8972
1617,"13246; 13647; 13795; 13796; 13797"
1520,13684
508,9929
1719,10019
1020,3989
285,"2328; 3778; 3782; 4276; 5137; 13095; 13097"
984,"7069; 7162"
962,"4358; 13073"
704,13233
1100,4631
1713,9083
1586,8156
278,"2328; 3778; 3788; 3789; 3791; 6340; 6690; 8116; 13095; 13096; 13102; 13113"
1349,4358
517,"1901; 1902"
949,11441
1094,8474
387,"2789; 7815; 8028; 10531"
1576,12403
39,"40; 1586; 2180; 2328; 2339; 2418; 2462; 2787; 2912; 2949; 2953; 3141; 3152; 3307; 3414; 3758; 3782; 3791; 3822; 3877; 3883; 3989; 4077; 4265; 4380; 4631; 5317; 5426; 5729; 5805; 5871; 5899; 6175; 6219; 6526; 6746; 6788; 6910; 6953; 7240; 7297; 7525; 8156; 9289; 9693; 9839; 9873; 10168; 10687; 10961; 11114; 11417; 11437; 11575; 11731; 12521; 12828; 13173; 13203; 13510; 13628"
344,"2442; 3758"
531,4359
419,"4140; 9213"
539,"2330; 4168; 6746"
1515,8906
1678,11437
723,8538
1634,12981
822,"8964; 9171; 9469; 13613"
1538,12839
1579,13867
479,"6045; 7170; 7171; 7172"
338,5899
1686,9764
1573,10355
1066,"2882; 3000; 6671; 13127"
1283,"40; 7305; 8156"
353,"4488; 4494; 5822; 7090"
1179,13574
352,"4487; 5415; 6526; 7113; 10199; 11056"
121,"3940; 4113"
292,"2638; 3890"
1388,6441
586,13222
440,"2755; 3134; 3730; 3733; 3734; 3735; 3738; 3739; 5479; 6419; 8861; 9873"
411,"1575; 2755; 2996; 3708; 3712; 9873; 13166; 13167; 13171; 13173"
490,7945
1095,"9895; 10018"
383,"4372; 4379"
672,"5; 4358; 9361; 13869"
807,8825
1257,"10372; 13147"
1438,8730
1214,8964
1088,13540
1489,4820
882,4309
913,"3040; 6065"
519,"11603; 12980"
903,"5805; 5871"
406,"7874; 10372"
67,"2798; 2799; 2810; 4113; 6405; 10280; 11285"
360,13547
974,"4291; 4358; 7442; 8181; 8538; 8592; 10018; 12180"
467,"3080; 5910; 6025; 6198"
385,8028
1161,"3004; 9482"
464,4607
1107,8754
1111,8754
1139,9213
1534,12839
210,"4358; 7272; 8752"
1595,"12479; 13790; 13791"
1468,"9278; 13659"
1085,"2758; 2789; 2899; 3121; 3125; 3178; 3307; 4611; 5729; 5997; 6671; 6856; 8028; 8612; 9126; 9361; 9579; 10536; 10644; 10824; 10835; 13086; 13120; 13238; 13437; 13445; 13613; 13659; 13812"
853,"7929; 13583; 13625; 13708"
955,8538
1420,7305
93,"3673; 3936; 4167; 4170"
208,"4358; 8752"
682,"10528; 10742; 12553"
1744,9278
68,"2789; 2845; 3182; 3307; 3881; 3937; 3938; 4086; 4168; 4175; 4358; 5706; 5795; 6147; 6547; 7637; 9201; 9482; 11453; 11877"
126,4164
724,"5652; 6979"
532,"3296; 5490; 6161; 6526; 9690"
254,"3436; 3485; 5457; 9083; 9579; 9612; 10412; 12980"
485,"3955; 4168; 4276; 4358; 6037; 8086; 8354; 9095; 13073"
287,2948
1148,2943
1118,"7775; 9572; 13205"
60,"8181; 12839; 13686; 13692; 13747; 13748; 13749"
500,6635
696,"8651; 9083"
1733,13884
364,13547
1081,"9; 3152; 7442; 9171; 10019; 10146; 11385; 13648; 13689; 13821"
1717,10019
452,4125
1275,"4358; 10373; 10457"
1010,"8583; 9895"
236,2891
972,3169
95,"1659; 2162; 2661; 2662; 2670; 2683; 2730; 2776; 3010; 3175; 3940; 4085; 4113; 4114; 4358; 4676; 7130; 8181; 8906; 9126; 9201; 9278; 9634; 10019; 10258; 11385; 12839; 13074; 13152; 13686; 13697; 13860; 13885"
1235,10497
1498,12741
453,4223
378,"7815; 7918"
107,13064
289,2948
410,"3080; 4611; 5910; 6025; 6529; 6622; 8069"
1720,10019
146,6671
1355,"23; 2510; 2810; 5717; 5801; 10199"
488,"7945; 9083"
376,"7918; 13123"
1568,"10355; 13249; 13707; 13795; 13796"
992,13072
495,1564
494,1564
185,"6175; 9839; 11352; 12521; 12883; 13026"
1019,6770
840,"3040; 5693; 8986; 10168"
960,"3744; 5706; 8986"
1238,"9278; 13511"
1387,5820
1675,9895
1140,"2280; 2418; 2469; 2510; 2755; 2758; 2953; 2996; 3141; 3307; 3822; 4077; 5360; 5381; 5490; 5729; 6099; 6198; 6672; 6928; 7040; 7162; 7170; 7326; 8650; 8651; 8861; 9201; 9873; 9985; 10457; 11575; 13510; 13861"
1377,13633
1379,13634
1241,13196
1748,"2953; 12980"
1449,11231
1632,"5099; 11428; 13811"
565,"3866; 3883; 8675"
1343,"4358; 9083; 12980; 13654"
1325,"4220; 11453; 13628; 13697; 13816"
524,13197
1332,"7442; 11385; 12839"
599,"4358; 5500; 8906; 10548; 13863"
420,"3436; 8964; 13738; 13821; 13824"
1082,"11117; 13086; 13090"
616,5408
1172,"3436; 4272; 4425"
617,5408
1184,"3883; 4358; 8538; 9083; 9121; 13654"
1610,12479
1674,9895
1166,2755
245,"2980; 13091; 13093; 13131"
1742,13884
1665,10019
721,12096
1104,"8754; 10355; 10699"
1344,"4358; 11428"
566,"2948; 3822; 5338; 8861; 9693; 13744"
1440,11231
493,1564
1097,11246
1345,"2949; 4358"
861,"10961; 13082"
855,"9333; 11798; 13426; 13724"
977,7272
1624,2945
1311,10835
1253,6874
1251,2791
1151,"4358; 5644"
1724,13879
1131,"6749; 6756"
45,"494; 495; 5457; 6205; 9985"
1648,"3627; 9612"
35,"1831; 2338; 2801; 2845; 2854; 3134; 3936; 3940; 4168; 4220; 4221; 4660; 4669; 6122; 6251; 7512; 8455; 9482; 10462; 10470; 10480; 10528; 10579; 10753; 11285; 13787"
1274,"3008; 5729"
197,"6285; 12180"
546,2997
265,8103
1731,13884
1318,"13617; 13688; 13817; 13866"
819,2387
934,"1974; 2491; 3188; 3189; 3191; 7348; 10591; 10613"
1277,4125
1141,4611
699,8650
21,"3006; 11471"
1300,13507
1213,8964
1150,3758
229,4632
1763,3004
1000,4632
174,"4358; 11385; 12839; 13686"
702,"1659; 4358; 11385"
