person_id,initial_approval_date,update_date
3061,2012-06-26 20:49:22,
3062,2012-06-26 20:49:21,
3064,2013-01-15 21:10:12,
3072,2016-01-29 14:03:45,
3074,2011-04-28 12:06:47,
3080,2012-10-26 21:46:23,
3085,2008-09-01 00:00:00,
3086,2011-04-01 00:00:00,
3101,2008-08-01 00:00:00,
3107,2013-06-18 13:42:08,
3109,2016-05-13 16:10:01,
3121,2007-08-01 00:00:00,
3125,2009-10-01 00:00:00,
3134,2012-09-05 15:30:03,
3139,2011-07-27 16:04:59,
3141,2010-03-01 00:00:00,
3152,2018-02-14 16:38:36,
3153,2011-08-05 16:52:54,
3165,2008-08-01 00:00:00,
3168,2009-12-01 00:00:00,
3169,2008-08-01 00:00:00,
3171,2011-01-01 00:00:00,
3173,2010-12-01 00:00:00,
3175,2009-12-01 00:00:00,
3178,2010-04-11 00:00:00,
3181,2008-08-01 00:00:00,
3182,2008-08-01 00:00:00,
3188,2015-06-16 15:19:17,
3189,2015-05-19 13:36:17,
3191,2015-05-19 13:36:14,
3194,2015-05-19 13:36:19,
3200,2011-08-02 17:58:03,
3204,2015-05-19 13:36:18,
3208,2015-05-19 13:36:16,
3211,2011-08-04 21:51:52,2015-06-01 00:00:00
3225,2010-10-01 00:00:00,
3266,2021-07-26 19:45:39,
3274,2011-06-14 14:00:21,
3296,2013-01-15 21:10:16,
3307,2013-05-01 00:00:00,
3414,2010-09-01 00:00:00,
3417,2024-01-26 17:24:19,
3436,2024-01-10 17:54:28,
3469,2008-08-01 00:00:00,
3485,2022-02-22 16:08:04,
3627,2023-07-07 20:46:23,
3660,2020-01-06 20:35:42,
3673,2008-08-01 00:00:00,
3708,2012-09-05 15:29:55,
3712,2012-09-05 15:29:53,
3730,2012-09-05 15:30:05,
3733,2012-09-05 15:30:09,
3734,2012-09-05 15:30:12,
3735,2012-09-05 15:30:13,
3736,2019-12-10 22:48:45,
3738,2012-09-05 15:30:15,
3739,2012-09-05 15:30:19,
3743,2010-09-01 00:00:00,
3744,2008-09-01 00:00:00,
3753,2013-01-15 17:34:56,
3758,2012-07-26 16:44:12,
3759,2008-08-01 00:00:00,
3762,2014-05-20 14:08:02,
3769,2012-10-26 21:46:19,
3770,2018-02-14 16:38:43,
3778,2010-06-01 00:00:00,
3782,2010-06-01 00:00:00,
3783,2010-06-01 00:00:00,
3784,2010-06-01 00:00:00,
3785,2010-06-01 00:00:00,
3786,2010-06-01 00:00:00,
3788,2010-07-01 00:00:00,
3789,2010-07-01 00:00:00,
3791,2010-07-01 00:00:00,
3792,2010-07-01 00:00:00,
3793,2010-07-01 00:00:00,
3794,2010-07-01 00:00:00,
3795,2010-07-01 00:00:00,
3822,2023-03-13 20:04:10,
3866,2009-10-01 00:00:00,
3877,2010-09-01 00:00:00,
3881,2008-08-01 00:00:00,
3883,2010-05-01 00:00:00,
3889,2011-04-01 00:00:00,2012-04-01 00:00:00
3890,2007-08-01 00:00:00,
3902,2014-09-08 11:25:48,
3903,2014-09-08 11:25:51,
3904,2014-09-08 11:25:52,
3906,2014-05-09 12:04:39,
3907,2014-05-09 12:04:46,
3936,2008-08-01 00:00:00,
3937,2008-08-01 00:00:00,
3938,2008-08-01 00:00:00,
3939,2008-08-01 00:00:00,
3940,2008-08-01 00:00:00,
3955,2021-06-07 16:43:36,
3957,2013-12-16 9:48:47,
3977,2011-04-01 00:00:00,2012-04-01 00:00:00
3989,2015-10-27 13:54:47,
4000,2011-06-30 12:32:41,
4002,2010-04-11 00:00:00,
4028,2011-04-25 16:41:26,
4043,2007-08-01 00:00:00,
4077,2011-10-19 2:50:16,
4080,2016-01-15 16:28:24,
4085,2008-08-01 00:00:00,
4086,2019-02-28 16:16:31,
4092,2010-10-01 00:00:00,
4113,2008-08-01 00:00:00,
4114,2008-08-01 00:00:00,
4115,2008-08-01 00:00:00,
4119,2008-08-01 00:00:00,
4125,2012-10-17 18:11:57,
4140,2011-11-10 20:25:17,
4141,2011-11-01 00:00:00,
4150,2008-08-01 00:00:00,
4163,2014-04-11 11:55:20,
4164,2008-08-01 00:00:00,
4166,2008-08-01 00:00:00,
4167,2008-08-01 00:00:00,
4168,2008-08-01 00:00:00,
4170,2008-08-01 00:00:00,
4175,2008-08-01 00:00:00,
4177,2016-06-13 11:05:44,
4185,2007-08-01 00:00:00,
4196,2011-10-19 2:50:19,
4206,2011-02-01 00:00:00,
4217,2010-12-23 14:08:39,
4219,2010-12-23 14:15:57,
4220,2010-12-23 14:14:17,
4221,2012-10-17 18:12:00,
4222,2012-10-17 18:12:02,
4223,2012-10-17 18:12:04,
4224,2014-01-22 9:15:01,
4225,2014-01-22 9:15:05,
4227,2014-01-22 9:15:11,
4228,2013-01-01 00:00:00,
4249,2015-11-03 16:45:49,
4259,2011-11-01 00:00:00,
4261,2008-08-01 00:00:00,
4265,2010-10-01 00:00:00,
4267,2010-02-01 00:00:00,
4272,2009-12-01 00:00:00,
4276,2010-10-01 00:00:00,
4277,2011-02-01 00:00:00,
4278,2011-02-01 00:00:00,
4279,2011-02-01 00:00:00,
4280,2011-02-01 00:00:00,
4282,2011-02-01 00:00:00,
4285,2010-08-27 16:05:11,
4291,2010-02-01 00:00:00,
4301,2016-04-07 14:28:29,
4302,2015-06-16 12:55:39,
4309,2011-06-09 14:34:52,
4310,2023-06-06 15:03:29,
4314,2011-11-02 20:12:41,
4327,2015-05-19 13:36:15,
4348,2010-03-01 00:00:00,
4349,2009-12-01 00:00:00,
4350,2010-03-01 00:00:00,
4352,2010-03-31 18:09:25,
4354,2010-09-01 00:00:00,
4358,2015-09-10 11:35:46,
4359,2013-12-18 12:47:43,
4368,2008-08-01 00:00:00,
4372,2011-04-27 16:56:04,
4379,2011-04-01 00:00:00,
4380,2014-04-11 11:55:18,
4402,2010-10-13 17:04:25,
4425,2010-02-01 00:00:00,
4469,2011-02-04 16:48:26,
4478,2011-09-01 20:42:59,
4487,2010-12-16 16:37:08,
4488,2010-12-01 00:00:00,
4489,2010-12-01 00:00:00,
4490,2010-12-01 00:00:00,
4492,2011-01-01 00:00:00,
4493,2011-01-01 00:00:00,
4494,2011-01-01 00:00:00,
4495,2011-01-01 00:00:00,
4496,2011-01-01 00:00:00,
4497,2011-01-06 14:16:47,
4498,2011-01-01 00:00:00,
4499,2011-01-01 00:00:00,
4500,2011-01-01 00:00:00,
4501,2011-01-01 00:00:00,
4524,2011-06-14 13:41:39,
4535,2010-09-01 00:00:00,
4607,2012-10-26 21:46:14,
4611,2007-09-01 00:00:00,
4622,2020-01-17 16:44:41,
4626,2009-12-01 00:00:00,
4630,2009-12-01 00:00:00,
4631,2010-09-13 16:27:14,
4632,2009-12-01 00:00:00,
4642,2011-04-01 00:00:00,
4659,2011-12-28 21:32:20,
4660,2010-05-01 00:00:00,
4665,2011-04-22 11:18:41,
4669,2011-06-16 11:58:28,
4676,2007-08-01 00:00:00,
4691,2023-12-01 22:00:19,
4720,2012-10-26 21:46:17,
4727,2011-05-01 00:00:00,
4730,2010-10-01 00:00:00,
4820,2021-06-07 19:26:47,
4903,2007-08-01 00:00:00,
4909,2024-09-05 19:47:29,
4935,2024-08-21 21:25:34,
4986,2011-12-27 22:27:28,
4987,2011-12-27 22:27:29,
5024,2013-02-25 18:45:03,
5041,2012-10-17 18:11:40,
5044,2012-10-17 18:11:46,
5048,2013-02-25 18:44:59,
5078,2013-02-25 18:45:02,
5099,2012-03-01 00:00:00,
5115,2013-06-19 8:51:55,
5117,2013-06-19 8:51:56,
5120,2014-01-15 13:30:22,
5121,2014-01-15 13:30:20,
5122,2014-01-15 13:30:24,
5137,2010-07-30 10:52:02,
5151,2014-10-31 11:56:01,
5159,2014-10-31 15:46:56,
5164,2012-07-31 15:49:11,
5166,2012-07-31 15:49:14,
5234,2007-08-01 00:00:00,
5281,2007-08-01 00:00:00,
5306,2020-10-08 15:57:37,
5312,2020-06-12 19:24:20,
5313,2016-06-15 13:01:02,
5317,2011-01-19 16:39:06,
5326,2016-01-15 16:28:27,
5328,2014-01-02 13:34:25,
5331,2016-05-13 16:10:00,
5338,2013-12-09 9:09:13,
5349,2014-05-20 9:53:54,
5360,2011-01-01 00:00:00,
5371,2011-01-01 00:00:00,
5381,2011-01-01 00:00:00,
5386,2020-02-28 17:18:13,
5401,2010-06-25 13:34:47,
5406,2010-06-01 00:00:00,
5408,2014-07-01 00:00:00,
5410,2011-06-14 13:41:37,
5415,2011-01-01 00:00:00,
5426,2011-04-28 12:06:48,
5432,2010-09-01 00:00:00,
5436,2011-04-01 00:00:00,
5437,2010-05-12 17:42:38,
5457,2010-04-11 00:00:00,
5461,2009-12-01 00:00:00,
5479,2012-10-26 21:46:04,
5480,2010-09-01 00:00:00,
5485,2011-01-01 00:00:00,
5490,2011-06-14 13:41:42,
5500,2011-07-11 11:34:42,
5511,2010-10-01 00:00:00,
5527,2019-03-27 16:31:59,
5555,2010-05-13 9:58:09,
5588,2007-08-01 00:00:00,
5615,2009-12-01 00:00:00,
5626,2010-12-01 12:49:42,
5641,2016-05-26 17:56:16,
5644,2010-04-11 00:00:00,
5652,2011-01-01 00:00:00,
5693,2018-10-29 18:40:44,
5706,2010-12-08 16:54:11,
5717,2009-12-01 00:00:00,
5729,2010-11-01 00:00:00,
5750,2010-04-11 00:00:00,
5753,2010-06-14 14:38:14,
5777,2010-09-01 00:00:00,
5786,2009-12-01 00:00:00,
5790,2013-05-03 20:11:40,
5791,2012-07-19 19:28:53,
5795,2015-03-03 14:38:25,
5796,2010-12-01 00:00:00,
5801,2013-01-14 18:22:10,
5803,2017-07-26 10:19:10,
5805,2022-03-22 20:24:13,
5817,2010-09-21 17:23:51,
5818,2010-09-21 17:18:35,
5819,2010-09-21 17:16:27,
5820,2020-03-30 17:28:00,
5822,2020-03-31 15:42:05,
5824,2021-04-08 18:38:50,
5849,2014-05-20 10:48:58,
5858,2008-08-01 00:00:00,
5871,2012-03-12 17:43:00,
5889,2012-10-26 21:46:05,
5894,2021-06-05 16:00:17,
5897,2012-08-01 00:00:00,
5899,2010-10-01 00:00:00,
5901,2011-01-01 00:00:00,
5902,2010-10-01 00:00:00,
5910,2012-10-26 21:46:22,
5924,2014-10-30 11:32:55,
5926,2014-10-30 11:32:53,
5927,2014-10-30 11:32:48,
5928,2014-10-30 11:32:52,
5932,2010-12-01 00:00:00,
5953,2010-09-01 00:00:00,
5985,2016-06-24 14:05:28,
5997,2014-11-24 16:28:33,
5999,2013-04-01 00:00:00,
6009,2018-06-18 17:13:35,
6010,2013-05-03 19:38:28,
6025,2012-10-26 21:46:20,
6037,2013-03-15 18:12:38,
6045,2013-01-16 17:18:00,
6065,2009-12-01 00:00:00,
6076,2022-07-26 16:36:41,
6099,2013-01-15 21:10:15,
6100,2010-07-01 00:00:00,
6110,2010-10-01 00:00:00,
6122,2011-08-01 00:00:00,2015-04-01 00:00:00
6134,2014-12-19 13:17:11,
6138,2015-04-10 15:36:42,
6147,2014-12-19 11:30:33,
6159,2008-08-01 00:00:00,
6161,2013-12-18 12:47:46,
6175,2010-10-01 00:00:00,
6185,2013-03-25 20:31:39,
6194,2021-02-16 15:54:18,
6198,2013-12-23 9:55:22,
6205,2007-08-01 00:00:00,
6214,2011-07-06 16:26:58,
6219,2010-09-01 00:00:00,
6251,2010-05-01 00:00:00,
6257,2015-01-01 00:00:00,
6275,2018-12-18 15:20:57,
6278,2008-08-01 00:00:00,
6285,2009-12-01 00:00:00,
6286,2010-09-01 00:00:00,
6331,2016-03-11 15:24:36,
6332,2016-04-15 14:49:35,
6333,2016-04-15 14:49:34,
6334,2016-02-01 00:00:00,
6335,2016-01-08 10:50:37,
6336,2016-01-08 10:50:34,
6337,2016-01-08 10:50:35,
6338,2016-01-08 10:50:35,
6339,2016-01-08 10:50:36,
6340,2010-06-01 00:00:00,
6341,2016-01-22 16:15:00,
6342,2016-01-22 16:14:59,
6343,2016-01-22 16:14:58,
6344,2016-01-22 16:14:59,
6345,2016-01-22 16:14:57,
6346,2016-01-29 14:03:46,
6348,2016-02-04 17:24:50,
6349,2016-02-04 17:24:50,
6350,2016-02-01 00:00:00,
6351,2017-10-10 19:31:15,
6353,2016-04-22 16:06:01,
6367,2010-04-30 15:34:24,
6373,2010-04-11 00:00:00,
6374,2020-01-10 17:19:55,
6393,2013-12-16 9:48:50,
6395,2016-06-15 13:01:03,
6405,2008-08-01 00:00:00,
6412,2015-03-01 00:00:00,
6419,2012-09-05 15:30:10,
6441,2020-03-30 19:17:52,
6452,2009-12-01 00:00:00,
6466,2010-10-01 00:00:00,
6470,2017-11-29 15:19:43,
6489,2009-12-01 00:00:00,
6491,2013-05-03 21:07:41,
6493,2011-04-01 00:00:00,
6498,2011-02-01 00:00:00,
6499,2016-03-02 16:15:53,
6502,2013-12-20 13:39:52,
6505,2011-04-29 10:22:14,
6526,2011-01-04 14:51:53,
6529,2011-04-01 00:00:00,
6535,2010-12-23 16:12:44,
6536,2010-12-01 00:00:00,
6547,2008-08-01 00:00:00,
6548,2011-04-01 00:00:00,
6567,2016-04-07 14:28:31,
6568,2016-04-07 14:28:30,
6578,2014-12-19 13:17:13,
6580,2014-04-11 11:55:13,
6586,2010-11-01 00:00:00,
6587,2010-11-01 00:00:00,
6620,2008-08-01 00:00:00,
6622,2012-10-26 21:46:11,
6634,2011-06-14 13:41:40,
6635,2013-03-25 20:31:37,
6646,2011-01-01 00:00:00,
6648,2010-12-01 00:00:00,
6653,2007-08-01 00:00:00,
6667,2012-06-26 20:49:19,
6668,2014-03-28 10:01:06,
6670,2012-06-26 20:49:17,
6671,2008-08-01 00:00:00,
6672,2008-08-01 00:00:00,
6678,2019-11-06 21:27:45,
6681,2010-12-23 14:13:34,
6690,2010-06-01 00:00:00,
6721,2015-04-08 17:03:35,
6723,2010-05-13 10:02:04,
6726,2010-09-01 00:00:00,
6729,2013-03-25 20:31:36,
6731,2012-10-26 21:46:10,
6733,2020-02-24 18:07:12,
6735,2010-02-01 00:00:00,
6738,2011-02-03 16:36:48,
6746,2009-12-01 00:00:00,
6749,2008-08-01 00:00:00,
6756,2008-08-01 00:00:00,
6760,2012-10-26 21:46:13,
6770,2010-04-11 00:00:00,
6779,2016-06-24 14:05:27,
6788,2013-06-06 15:18:35,
6793,2010-05-01 00:00:00,
6801,2016-07-01 12:28:26,
6818,2011-01-01 00:00:00,
6856,2011-12-15 19:31:17,
6872,2010-09-01 00:00:00,
6874,2017-09-18 11:43:10,2018-05-01 00:00:00
6892,2016-04-07 14:28:31,
6895,2013-05-03 21:07:42,
6910,2010-09-01 00:00:00,
6928,2013-12-20 13:39:56,
6929,2013-12-23 9:55:26,
6935,2014-01-07 11:50:04,
6940,2014-01-07 11:50:06,
6953,2011-07-05 10:58:16,
6962,2007-08-01 00:00:00,
6978,2011-02-01 00:00:00,
6979,2011-02-01 00:00:00,
6982,2016-07-01 12:28:25,
6997,2010-09-01 00:00:00,
7007,2021-03-10 18:04:05,
7024,2010-06-11 16:58:31,
7038,2008-08-01 00:00:00,
7040,2014-05-09 12:49:56,
7053,2010-07-01 00:00:00,
7064,2011-07-05 15:22:57,
7069,2014-09-08 16:56:38,
7083,2010-09-01 00:00:00,
7090,2020-03-31 15:42:09,
7093,2011-07-05 11:01:19,
7105,2012-10-26 21:46:08,
7107,2010-10-01 00:00:00,2011-04-01 00:00:00
7113,2018-11-16 21:28:58,
7114,2007-08-01 00:00:00,
7130,2011-11-30 23:39:21,
7152,2011-04-13 15:53:55,
7162,2016-11-04 11:34:14,
7164,2007-08-01 00:00:00,
7169,2014-01-02 13:34:17,
7170,2013-01-16 17:18:03,
7171,2013-01-16 17:18:04,
7172,2013-01-16 17:18:05,
7182,2011-02-01 00:00:00,
7230,2010-09-01 00:00:00,
7232,2014-02-27 15:46:08,
7240,2010-09-01 00:00:00,
7254,2024-01-23 17:48:04,
7272,2015-08-24 16:05:33,
7294,2013-01-01 00:00:00,
7297,2023-03-01 16:00:06,
7305,2020-07-22 20:23:22,
7326,2017-09-13 13:31:53,
7348,2015-11-03 16:45:51,
7370,2010-06-23 15:45:22,
7373,2008-08-01 00:00:00,
7429,2007-08-01 00:00:00,
7442,2014-06-01 00:00:00,2015-06-01 00:00:00
7462,2016-06-03 11:49:50,
7473,2020-07-08 17:15:06,
7512,2014-07-01 00:00:00,
7521,2016-06-03 11:49:49,
7523,2014-05-09 12:04:43,
7525,2022-07-26 16:36:39,
7545,2015-05-26 17:10:50,
7551,2015-04-21 12:02:01,
7559,2012-08-01 00:00:00,
7565,2017-12-12 14:48:44,
7581,2016-02-16 12:04:07,
7582,2016-03-02 16:15:52,
7601,2011-05-23 17:10:35,
7613,2016-03-24 12:18:41,
7622,2010-09-01 00:00:00,
7636,2008-08-01 00:00:00,
7637,2008-08-01 00:00:00,
7641,2016-08-17 15:16:18,
7644,2011-04-19 13:42:15,
7673,2008-08-01 00:00:00,
7676,2011-04-01 00:00:00,
7681,2016-03-11 15:24:40,
7718,2015-02-26 14:10:08,
7719,2011-03-01 00:00:00,
7732,2017-09-26 12:12:07,
7736,2011-04-25 16:41:23,
7743,2011-03-01 00:00:00,
7767,2013-05-14 20:58:42,
7775,2014-05-20 14:08:05,
7803,2010-11-04 14:14:43,
7815,2011-05-23 12:27:44,
7870,2011-03-01 00:00:00,
7874,2011-10-22 0:11:24,
7876,2013-12-23 9:55:30,
7877,2013-12-23 11:58:54,
7879,2010-10-01 00:00:00,
7881,2021-06-30 2:25:20,
7882,2021-07-01 18:51:32,
7895,2011-04-14 16:42:44,
7918,2011-04-14 15:17:18,
7929,2021-02-15 20:37:47,
7937,2011-01-06 16:32:59,
7945,2013-03-15 18:12:39,
8027,2007-08-01 00:00:00,
8028,2011-04-14 16:42:42,
8069,2012-10-26 21:46:07,
8076,2010-04-11 00:00:00,
8079,2014-03-03 13:42:25,
8085,2010-04-11 00:00:00,
8086,2010-09-01 00:00:00,
8097,2010-10-01 00:00:00,
8099,2010-09-01 00:00:00,
8101,2010-04-11 00:00:00,
8103,2010-05-01 00:00:00,
8105,2010-10-01 00:00:00,
8106,2010-09-01 00:00:00,
8107,2010-10-01 00:00:00,
8108,2010-11-01 00:00:00,
8109,2010-12-01 00:00:00,
8116,2010-08-11 12:03:52,
8126,2016-05-13 16:09:59,
8128,2010-10-01 00:00:00,
8156,2022-11-02 11:50:27,
8177,2011-03-01 00:00:00,
8181,2009-12-01 00:00:00,
8184,2012-10-26 21:46:16,
8342,2010-09-01 00:00:00,
8343,2011-04-14 16:46:06,
8354,2020-07-03 19:29:32,
8355,2011-04-14 15:17:20,
8361,2010-03-01 13:36:31,
8397,2011-10-22 3:37:48,
8454,2023-06-21 14:05:25,
8455,2023-06-21 14:05:26,
8456,2023-06-21 14:05:26,
8459,2014-01-02 13:34:20,
8460,2008-08-01 00:00:00,
8472,2007-08-01 00:00:00,
8474,2016-04-22 16:06:01,
8507,2022-05-02 19:10:30,
8536,2012-07-31 15:49:15,
8538,2011-09-07 20:03:38,
8539,2011-04-01 00:00:00,
8543,2011-12-21 18:17:33,
8549,2011-07-01 00:00:00,
8551,2011-12-21 17:57:01,
8562,2011-07-28 15:38:51,
8563,2011-07-29 16:44:04,
8566,2011-12-21 17:57:03,
8567,2012-03-20 19:06:17,
8571,2011-06-23 16:35:26,
8574,2011-07-08 14:56:51,
8575,2011-07-29 16:44:05,
8578,2011-08-01 00:00:00,
8580,2011-04-01 00:00:00,
8583,2012-05-01 23:42:19,
8584,2011-12-22 20:44:44,
8585,2012-05-01 23:42:15,
8592,2024-01-23 17:47:36,
8596,2011-12-22 20:44:40,
8600,2012-05-01 23:42:17,
8603,2011-12-22 20:44:43,
8609,2011-07-28 15:38:53,
8610,2011-07-28 15:38:54,
8612,2011-08-03 18:40:56,
8616,2011-12-22 20:44:46,
8617,2011-12-22 20:44:42,
8618,2011-12-15 21:49:54,
8624,2012-05-01 23:42:21,
8625,2012-03-20 19:06:25,
8629,2011-12-21 17:57:05,
8630,2011-12-21 17:57:02,
8631,2011-12-21 17:56:59,
8633,2012-05-01 23:42:13,
8637,2010-03-01 00:00:00,
8650,2014-08-01 00:00:00,
8651,2014-08-01 00:00:00,
8675,2010-04-11 00:00:00,
8730,2020-11-12 19:58:52,
8750,2009-12-01 00:00:00,
8752,2009-12-01 00:00:00,
8753,2016-06-14 11:55:04,
8754,2016-05-20 12:50:22,
8757,2016-09-23 13:10:18,
8782,2011-05-23 12:27:45,
8825,2009-12-01 00:00:00,
8857,2007-08-01 00:00:00,
8860,2012-06-26 20:49:23,
8861,2012-06-26 20:49:26,
8868,2010-08-02 16:49:40,
8891,2007-08-01 00:00:00,
8892,2016-05-04 16:40:32,
8906,2021-06-28 20:10:10,
8912,2007-08-01 00:00:00,
8923,2007-08-01 00:00:00,
8964,2011-12-13 18:00:05,
8972,2023-08-30 16:53:34,
8975,2013-05-15 19:22:52,
8986,2011-08-01 00:00:00,
9030,2008-08-01 00:00:00,
9047,2022-06-01 19:29:40,
9049,2011-03-01 00:00:00,
9050,2011-03-01 00:00:00,
9051,2011-03-01 00:00:00,
9052,2013-05-15 19:51:26,
9053,2011-03-01 00:00:00,
9055,2011-02-01 00:00:00,
9056,2011-03-01 00:00:00,
9057,2011-02-01 00:00:00,
9058,2011-02-01 00:00:00,
9059,2011-02-01 00:00:00,
9062,2012-01-12 22:15:29,
9083,2024-02-06 15:13:37,
9095,2010-12-03 11:51:33,
