historical_period_facet_id,person_id,default_name,birth_year,death_year,birth_approx,death_approx,historical_period_id,historical_period_name
16701,8454,"Kunpang Delek Rinchen",1260,NULL,0,0,49,"13th Century"
16711,8456,"Jangsem Choje Sonam Gyeltsen",1193,1269,1,1,49,"13th Century"
16712,8455,"Kunden Rema",NULL,NULL,0,0,49,"13th Century"
16722,13116,"Drusha Namkha Wozer",NULL,NULL,0,0,49,"13th Century"
16733,13234,"Lobpon Tsangpa Jamseng",NULL,NULL,0,0,49,"13th Century"
16902,4043,Kumāradza,1266,1343,0,0,49,"13th Century"
16919,6726,"Rokben Sherab Wo",1166,1244,0,0,49,"13th Century"
16927,2806,"Kodrakpa Sonam Gyeltsen",1182,1261,1,0,49,"13th Century"
16933,3175,"Dakpo Duldzin",1134,1218,0,0,49,"13th Century"
16936,3890,"Gurawa Tsultrim Dorje",1154,1221,0,0,49,"13th Century"
16959,620,"Damcho Lingpa",NULL,NULL,0,0,49,"13th Century"
16960,13231,"Rinchen Gyelpo",NULL,NULL,0,0,49,"13th Century"
16963,13438,"Lama Tsentrangwa",NULL,NULL,0,0,49,"13th Century"
16967,13447,"Drubchen Bardrokpa",NULL,NULL,0,0,49,"13th Century"
16968,13448,"Lobpon Yeshe Jangchub",NULL,NULL,0,0,49,"13th Century"
16970,13451,"Gompa Choseng",NULL,NULL,0,0,49,"13th Century"
16972,13081,"Dampa Yuzhik",NULL,NULL,0,0,49,"13th Century"
16980,13439,"Sonyompa Sherab Pel",NULL,NULL,0,0,49,"13th Century"
16983,9788,"Lama Ngawang Drakpa",NULL,NULL,0,0,49,"13th Century"
17037,7637,"Tishrī Repa Sherab Sengge",1164,1236,0,0,49,"13th Century"
17038,13196,"Sonam Peldren",1268,1312,0,0,49,"13th Century"
17081,13896,"Horpo Śākya Dorje",NULL,NULL,0,0,49,"13th Century"
17218,7775,"Yanggonpa Gyeltsen Pel",1213,1258,0,0,49,"13th Century"
17232,3759,"Gotsangpa Gonpo Dorje",1189,1258,0,0,49,"13th Century"
17234,2733,"Orgyenpa Rinchen Pel",1229,1309,0,0,49,"13th Century"
17288,2094,"Shong Lodro Tenpa",NULL,NULL,0,0,49,"13th Century"
17290,2029,"Shongton Dorje Gyeltsen",NULL,NULL,0,0,49,"13th Century"
17296,13450,"Śākya Rinchen",NULL,NULL,0,0,49,"13th Century"
17351,6879,"Chak Drachompa",1154,1217,0,0,49,"13th Century"
17361,2511,"Galo Namgyel Dorje",1203,1282,0,0,49,"13th Century"
17366,1798,"Chak Lotsāwa Choje Pel",1197,1264,0,0,49,"13th Century"
17392,13141,"Sanggye Won Drakpa Pel",1251,1296,0,0,49,"13th Century"
17411,3753,"Pang Lotsāwa Lodro Tenpa",1276,1342,0,0,49,"13th Century"
17438,2810,Śākyaśrībhadra,1127,1225,0,0,49,"13th Century"
17466,4297,"Jamyang Sarma",NULL,NULL,0,0,49,"13th Century"
17469,6328,"Chel Lotsāwa Chokyi Zangpo",1161,1229,1,0,49,"13th Century"
17470,2104,"Mangkar Lotsāwa Chokden Lekpai Lodro",NULL,NULL,0,0,49,"13th Century"
17495,3819,"Tarpa Lotsāwa Nyima Gyeltsen",NULL,NULL,0,0,49,"13th Century"
17532,2051,"Chogyel Pakpa",1235,1280,0,0,49,"13th Century"
17534,5406,"Namza Drakpukpa Sonam Pel",1277,1346,0,0,49,"13th Century"
1835,2803,"Jangsem Gyelwa Yeshe ",1247,1320,0,0,53,"14th Century"
1949,3028,"Lodro Sengge",1345,1390,0,0,53,"14th Century"
2085,3940,"Rinchen Tsultrim",1297,1368,0,0,53,"14th Century"
2132,8637,"Sengge Gyelpo",1289,1326,0,0,53,"14th Century"
2287,4350,"Jamyang Yeshe Rinchen",1364,1413,0,0,53,"14th Century"
3944,10656,"Sonam Zangpo",1295,1357,0,0,53,"14th Century"
3946,10649,"Kunga Bum",1332,1381,0,0,53,"14th Century"
3959,10658,"Lodro Bum",1342,1406,0,0,53,"14th Century"
3962,10572,"Lodro Sengge",1371,1430,0,0,53,"14th Century"
4039,10571,"Jangchub Sengge",1372,1439,0,0,53,"14th Century"
4978,3673,"Nyawon Kunga Pel",1285,1379,0,0,53,"14th Century"
5602,10794,"Lodro Chokyong",1389,1463,0,0,53,"14th Century"
5697,7152,"Yeshe Bumpa",1242,1328,0,0,53,"14th Century"
5700,10654,"Jangchub Bumpa",1284,1347,0,0,53,"14th Century"
7022,1852,"Gendun Gyeltsen",1374,1450,0,0,53,"14th Century"
7542,2578,"Zeu Drakpa Tsondru",1253,1316,0,0,53,"14th Century"
7545,2577,"Drakpa Sherab",1259,1325,0,0,53,"14th Century"
7640,2774,"Chokyi Gyelpo",1335,1407,0,0,53,"14th Century"
7644,3906,"Dorje Rinchen",1278,1314,0,0,53,"14th Century"
7647,3907,"Dorje Gyelpo",1283,1350,0,0,53,"14th Century"
7657,5849,"Jamyang Choje Tashi Pelden",1379,1449,0,0,53,"14th Century"
7678,3762,"Sherab Sengge",1383,1445,0,0,53,"14th Century"
7904,2980,"Nyamme Sherab Gyeltsen",1356,1415,0,0,53,"14th Century"
7938,7512,"Pelden Tsultrim",1333,1399,0,0,53,"14th Century"
7982,7523,"Dondrub Gyelpo",1369,1427,0,0,53,"14th Century"
8048,5924,"Chokyi Gyeltsen",1377,1448,0,0,53,"14th Century"
8093,13199,"Nyima Gyeltsen",1225,1305,0,0,53,"14th Century"
8883,3204,"Zangpo Pel",1262,1324,0,0,53,"14th Century"
8894,4327,"Lodro Gyeltsen",1366,1420,0,0,53,"14th Century"
8903,7545,"Lodro Gyeltsen",1332,1364,0,0,53,"14th Century"
9037,3188,"Tawen Kunga Rinchen",1339,1399,0,0,53,"14th Century"
9181,13073,"Chennga Sonam Zangpo",1380,1416,0,0,53,"14th Century"
9192,2790,"Yonten Gyatso",1260,1327,0,0,53,"14th Century"
9330,3937,"Zhangton Gyawo Sonam Drakpa",1292,1370,0,0,53,"14th Century"
9654,1035,"Khenchen Tashi Tsultrim",NULL,NULL,0,0,53,"14th Century"
9716,2823,"Jonang Lotsāwa Lodro Pel",1299,1354,0,0,53,"14th Century"
10081,3939,"Menchukhawa Lodro Gyeltsen",1314,1389,0,0,53,"14th Century"
10083,4113,"Tangpo Chungwa Lodro Pel",1313,1391,0,0,53,"14th Century"
10367,6735,"Rongton Sheja Kunrik",1367,1449,0,0,53,"14th Century"
11038,6335,Changtul,NULL,NULL,0,0,53,"14th Century"
11141,13195,"Drakpa Rinchen",NULL,NULL,0,0,53,"14th Century"
11145,12405,"Drakpa Rinchen",NULL,1310,0,0,53,"14th Century"
11146,13182,"Lobpon Galeb",NULL,NULL,0,0,53,"14th Century"
11154,7232,"Lodro Rinchen Sengge",NULL,NULL,0,0,53,"14th Century"
11191,2801,"Sabzang Mati Paṇchen Lodro Gyeltsen",1294,1376,0,0,53,"14th Century"
11193,2670,"Dolpopa Sherab Gyeltsen",1292,1361,0,0,53,"14th Century"
11275,5817,"Lhodrak Namkha Gyelpo",NULL,NULL,0,0,53,"14th Century"
11276,5818,"Lhodrak Sengge Zangpo",NULL,NULL,0,0,53,"14th Century"
11278,5819,"Lhodrak Gyelse Zangpo",NULL,1356,0,0,53,"14th Century"
11352,7040,"Rinchen Wanggyel",1395,1467,1,0,53,"14th Century"
11515,7429,"Orgyen Lingpa",1323,NULL,0,0,53,"14th Century"
11578,3938,"Tangpoche Kunga Bum",1331,1402,0,0,53,"14th Century"
11651,9095,"Gyeltsabje Darma Rinchen",1364,1432,0,0,53,"14th Century"
11934,9201,"Rangjung Dorje",1284,1339,0,0,53,"14th Century"
11979,2845,"Buton Rinchen Drub",1290,1364,0,0,53,"14th Century"
12024,4167,"Drubchen Kunga Lodro",1365,1443,0,0,53,"14th Century"
12073,2491,"Lama Dampa Sonam Gyeltsen",1312,1375,0,0,53,"14th Century"
12143,2891,"Duldzin Drakpa Gyeltsen",1374,1434,0,0,53,"14th Century"
12171,9572,"Zangpo Drakpa",NULL,NULL,0,0,53,"14th Century"
12605,13134,"Katokpa Jangchub Gyeltsen",NULL,NULL,0,0,53,"14th Century"
12658,4166,"Jampa Khawoche",NULL,NULL,0,0,53,"14th Century"
12939,13129,"Tsenden Namgyel Kara",NULL,NULL,0,0,53,"14th Century"
12992,6489,"Drungchen Khachopa Namkha Gyeltsen",1370,1433,0,0,53,"14th Century"
13001,13132,"Rinchen Gyeltsen",NULL,NULL,0,0,53,"14th Century"
13009,10659,"Wangchuk Pel",1332,1384,0,0,53,"14th Century"
13322,5693,"Umapa Tsondru Sengge",NULL,NULL,0,0,53,"14th Century"
13403,4086,"Jangchub Tsemo",1303,1380,0,0,53,"14th Century"
13500,2854,"Dondrub Rinchen",1309,1385,0,0,53,"14th Century"
13504,2740,"Yungton Dorje Pel",1284,1365,0,0,53,"14th Century"
13524,2812,"Chokle Namgyel",1306,1386,0,0,53,"14th Century"
13622,9574,"Drime Kunga",1347,NULL,0,0,53,"14th Century"
13771,3736,Vanaratna,1384,1468,1,0,53,"14th Century"
13799,3660,"Rinchen Chok",NULL,NULL,0,0,53,"14th Century"
13803,13638,"Rinchen Gyeltsen",NULL,NULL,0,0,53,"14th Century"
13840,4164,"Nyakpuwa Sonam Zangpo",1341,1433,0,0,53,"14th Century"
14088,2592,"Drubchen Namkha Gyeltsen",1326,1401,0,0,53,"14th Century"
14114,8730,"Dromton Zhonnu Lodro",1271,NULL,0,0,53,"14th Century"
14115,5408,"Sharchen Yeshe Gyeltsen",1359,1406,0,0,53,"14th Century"
14449,5824,"Tsakho Ngawang Drakpa",1365,NULL,0,0,53,"14th Century"
14451,9482,"Kunpang Chodrak Pelzang",1283,1363,1,1,53,"14th Century"
14565,4352,"Dorje Rinchen",NULL,NULL,0,0,53,"14th Century"
14586,6251,"Konchok Tsultrim",NULL,NULL,0,0,53,"14th Century"
14710,3266,"Barawa Gyeltsen Pelzang",1310,1391,0,0,53,"14th Century"
14821,4669,"Lekpa Gyeltsen",1375,1450,0,0,53,"14th Century"
14992,4115,"Gharungwa Lhai Gyeltsen",1319,1401,0,0,53,"14th Century"
15130,3153,"Gyelse Tokme Zangpo",1295,1369,0,0,53,"14th Century"
15338,3191,"Jamyang Donyo Gyeltsen",1310,1344,0,0,53,"14th Century"
15375,3189,"Namkha Lekpai Gyeltsen",1305,1343,0,0,53,"14th Century"
15575,8474,"Machik Kunga Bum",NULL,NULL,0,0,53,"14th Century"
16185,11632,"Rinchen Pel",1350,1435,0,0,53,"14th Century"
16271,13131,"Khedrub Rinchen Lodro",NULL,NULL,0,0,53,"14th Century"
16367,10301,"Pema Ledrel Tsel",1291,1315,0,0,53,"14th Century"
16606,8750,"Dorje Lingpa",1346,1405,0,0,53,"14th Century"
16697,3417,"Meban Rinchen Lingpa",1289,1368,0,0,53,"14th Century"
16714,8455,"Kunden Rema",NULL,NULL,0,0,53,"14th Century"
16728,13183,"Takleb Jangchub Gyeltsen",NULL,NULL,0,0,53,"14th Century"
16741,13706,"Jetsun Khacho Wangmo",NULL,NULL,0,0,53,"14th Century"
16839,5626,Buddhaśrī,1339,1420,0,0,53,"14th Century"
16842,6257,"Sabzang Pakpa Zhonnu Lodro",1346,1412,0,0,53,"14th Century"
16844,3121,"Dungtso Repa The Earlier",NULL,1329,0,1,53,"14th Century"
16886,7767,"Rigdzin Godemchen",1337,1409,0,0,53,"14th Century"
16892,10298,"Gyelse Lekpa",1290,1366,0,0,53,"14th Century"
16894,4935,"Gyelse Zopa",NULL,1370,0,1,53,"14th Century"
16904,4043,Kumāradza,1266,1343,0,0,53,"14th Century"
16920,1871,"Samlo Sanggye Tashi",NULL,1413,0,0,53,"14th Century"
16937,4114,"Puntsok Pelzang",1304,1377,0,0,53,"14th Century"
16939,5500,"Go Lotsāwa Zhonnu Pel",1392,1481,0,0,53,"14th Century"
16946,11141,"Tashi Peltsek",1359,1424,0,0,53,"14th Century"
16951,13870,"Sanggye Gyeltsen",NULL,NULL,0,0,53,"14th Century"
16962,13231,"Rinchen Gyelpo",NULL,NULL,0,0,53,"14th Century"
16985,8361,"Khyentse Tokden",NULL,NULL,0,0,53,"14th Century"
17040,13196,"Sonam Peldren",1268,1312,0,0,53,"14th Century"
17071,10683,"Yakton Sanggye Pel",1350,1414,0,0,53,"14th Century"
17303,5795,"Śākya Yeshe",1354,1435,0,0,53,"14th Century"
17309,2696,"Kacho Wangpo",1350,1405,0,0,53,"14th Century"
17336,13244,"Lotsāwa Drakpa Gyeltsen",1352,1405,0,0,53,"14th Century"
17359,4647,"Zurmo Gendun Bum",NULL,NULL,0,0,53,"14th Century"
17387,2610,"Taklung Lotsāwa Śākya Zangpo",1320,1404,1,0,53,"14th Century"
17394,8571,"Rendawa Zhonnu Lodro",1348,1412,0,0,53,"14th Century"
17413,3753,"Pang Lotsāwa Lodro Tenpa",1276,1342,0,0,53,"14th Century"
17448,8986,Tsongkhapa,1357,1419,0,0,53,"14th Century"
17456,2882,Longchenpa,1308,1364,0,0,53,"14th Century"
17497,3819,"Tarpa Lotsāwa Nyima Gyeltsen",NULL,NULL,0,0,53,"14th Century"
17502,2834,"Dratsepa Rinchen Namgyel",1318,1388,0,0,53,"14th Century"
17525,3146,"Rinchen Zangpo",1317,1383,0,0,53,"14th Century"
17536,5406,"Namza Drakpukpa Sonam Pel",1277,1346,0,0,53,"14th Century"
1752,5858,"Gorumpa Kunga Lekpa",1477,1544,0,0,57,"15th Century"
1974,4349,"Namkha Pelzang",1398,1425,0,0,57,"15th Century"
2041,4119,"Orgyen Dzongpa Chokyong Gyeltsen",1455,1520,1,1,57,"15th Century"
2289,4350,"Jamyang Yeshe Rinchen",1364,1413,0,0,57,"15th Century"
2451,6373,"Sherab Peltsek",1427,1507,0,0,57,"15th Century"
2738,1985,"Gorampa Sonam Sengge",1429,1489,0,0,57,"15th Century"
2978,7240,"Chokyi Gyeltsen",1469,1544,0,0,57,"15th Century"
3961,10658,"Lodro Bum",1342,1406,0,0,57,"15th Century"
3964,10572,"Lodro Sengge",1371,1430,0,0,57,"15th Century"
4041,10571,"Jangchub Sengge",1372,1439,0,0,57,"15th Century"
4641,1908,"Drakpa Dorje",NULL,1491,0,1,57,"15th Century"
5278,1898,"Muchen Sempa Chenpo Konchok Gyeltsen",1388,1469,0,0,57,"15th Century"
5404,8027,"Khedrubje Gelek Pelzang",1385,1438,0,0,57,"15th Century"
5550,11986,"Kunga Peljor",1428,1476,0,0,57,"15th Century"
5604,10794,"Lodro Chokyong",1389,1463,0,0,57,"15th Century"
5742,7093,"Lodro Tenpa",1402,1476,0,0,57,"15th Century"
5744,6953,"Monlam Pelwa",1414,1491,0,0,57,"15th Century"
5748,4535,"Yeshe Zangpo",1415,1498,0,0,57,"15th Century"
5753,6219,"Sherab Dar Lekpai Lodro",1450,1530,0,0,57,"15th Century"
5756,6910,"Chokyi Shenyen",1453,1540,0,0,57,"15th Century"
5769,5480,"Chokyong Gyatso",1473,1539,0,0,57,"15th Century"
5926,3200,"Konchok Pelwa",1445,1514,0,0,57,"15th Century"
5929,1963,"Kunga Wangchuk",1424,1478,0,0,57,"15th Century"
6077,1820,"Muchen Sanggye Rinchen",1450,1524,0,0,57,"15th Century"
6150,726,"Paṇchen Namkha Pelzang",1464,1529,0,0,57,"15th Century"
6252,7370,"Paṇchen Bumdrak Sumpa",1432,1504,0,0,57,"15th Century"
6582,1930,"Pelden Dorje",1411,1482,0,0,57,"15th Century"
7024,1852,"Gendun Gyeltsen",1374,1450,0,0,57,"15th Century"
7114,11569,"Tenpa Rinchen",1474,1558,0,0,57,"15th Century"
7140,1831,"Ga Rabjampa Kunga Yeshe",1397,1470,0,0,57,"15th Century"
7466,6935,"Wonpo Lhakyab",1474,1508,0,0,57,"15th Century"
7554,7294,"Peljor Lhundrub",1427,1514,0,0,57,"15th Century"
7560,8079,"Pelden Lodro",NULL,1514,1,0,57,"15th Century"
7563,2896,"Jamyang Donyo Pelden",1445,1524,0,0,57,"15th Century"
7659,5849,"Jamyang Choje Tashi Pelden",1379,1449,0,0,57,"15th Century"
7680,3762,"Sherab Sengge",1383,1445,0,0,57,"15th Century"
7906,2980,"Nyamme Sherab Gyeltsen",1356,1415,0,0,57,"15th Century"
7984,7523,"Dondrub Gyelpo",1369,1427,0,0,57,"15th Century"
8050,5924,"Chokyi Gyeltsen",1377,1448,0,0,57,"15th Century"
8051,10898,"Tashi Namgyel",1450,1497,0,0,57,"15th Century"
8836,6122,"Trulzhik Tsultrim Gyeltsen",1399,1473,0,0,57,"15th Century"
8896,4327,"Lodro Gyeltsen",1366,1420,0,0,57,"15th Century"
9151,3744,"Jampel Gyatso",1356,1428,0,0,57,"15th Century"
9183,13073,"Chennga Sonam Zangpo",1380,1416,0,0,57,"15th Century"
9334,13078,"Jangsem Sherab Zangpo",1395,1457,0,0,57,"15th Century"
9461,6770,"Chowang Drakpa",1404,1469,0,0,57,"15th Century"
9509,7348,"Lodro Gyeltsen",1444,1495,0,0,57,"15th Century"
9606,11462,"Yonten Yeshe",NULL,NULL,0,0,57,"15th Century"
9737,7064,"Sakya Lotsāwa Jampai Dorje",1485,1533,0,0,57,"15th Century"
9893,7164,"Ratna Lingpa",1403,1479,0,0,57,"15th Century"
9974,5326,"Dorje Palam",NULL,NULL,0,0,57,"15th Century"
10192,13502,"Rinchen Lhunpo",NULL,NULL,0,0,57,"15th Century"
10369,6735,"Rongton Sheja Kunrik",1367,1449,0,0,57,"15th Century"
10575,4028,"Yeshe Gyeltsen",1395,NULL,0,0,57,"15th Century"
10628,13536,"Jampa Rabten",NULL,NULL,0,0,57,"15th Century"
10701,6568,"Lekdrub Pel",NULL,NULL,0,0,57,"15th Century"
10921,13517,"Gyeltsen Bum",NULL,NULL,0,0,57,"15th Century"
10927,13516,"Botar Lodro Tobden",NULL,NULL,0,0,57,"15th Century"
11021,13537,"Lhagyari Drale Namgyel",NULL,1498,0,0,57,"15th Century"
11026,13542,"Lhagyari Ganden Pelbar",NULL,NULL,0,0,57,"15th Century"
11030,13538,"Lhagyari Jikten Wangchuk",NULL,NULL,0,0,57,"15th Century"
11040,6335,Changtul,NULL,NULL,0,0,57,"15th Century"
11041,6338,Gakye,NULL,NULL,0,0,57,"15th Century"
11065,6337,"Tashi Bum",NULL,NULL,0,0,57,"15th Century"
11074,6336,"Tsenpo Pellek",NULL,NULL,0,0,57,"15th Century"
11081,6339,Wangchuk,NULL,NULL,0,0,57,"15th Century"
11156,7232,"Lodro Rinchen Sengge",NULL,NULL,0,0,57,"15th Century"
11164,6779,"Konchok Delek",1447,1506,0,0,57,"15th Century"
11309,4170,"Namkha Chokyong",1436,1507,0,0,57,"15th Century"
11354,7040,"Rinchen Wanggyel",1395,1467,1,0,57,"15th Century"
11493,10470,"Pelden Dondrub",1563,1636,0,0,57,"15th Century"
11612,8076,"Kunga Pelwa",1457,1514,0,0,57,"15th Century"
11615,8085,"Kunga Pelden",1457,1540,0,0,57,"15th Century"
11648,3712,"Dawa Gyeltsen",1476,1556,0,0,57,"15th Century"
11653,9095,"Gyeltsabje Darma Rinchen",1364,1432,0,0,57,"15th Century"
11654,2912,"Lobzang Nyima",1439,1492,0,0,57,"15th Century"
11665,6286,"Lobzang Drakpa",1429,1511,0,0,57,"15th Century"
11740,12883,"Chokyi Dorje",1457,NULL,0,0,57,"15th Century"
11860,13541,"Lhagyari Sonam Rabten",NULL,NULL,0,0,57,"15th Century"
11956,2387,"Ngorchen Kunga Zangpo",1382,1456,0,0,57,"15th Century"
12026,4167,"Drubchen Kunga Lodro",1365,1443,0,0,57,"15th Century"
12145,2891,"Duldzin Drakpa Gyeltsen",1374,1434,0,0,57,"15th Century"
12213,11114,"Gendun Gyatso",1476,1542,0,0,57,"15th Century"
12222,10579,"Taktsang Lotsāwa Sherab Rinchen",1405,1477,0,0,57,"15th Century"
12249,10168,"Khedrub Norzang Gyatso",1423,1513,0,0,57,"15th Century"
12366,6278,"Namgyel Drakpa Zangpo",1395,1475,0,0,57,"15th Century"
12421,6788,"Jampa Tashi",NULL,NULL,0,0,57,"15th Century"
12426,7130,"Jampel Zangpo",NULL,NULL,0,0,57,"15th Century"
12486,10311,"Katokpa Tulku Sonam Gyeltsen",1466,1540,0,0,57,"15th Century"
12504,7736,"Jangchub Lodro",NULL,NULL,0,0,57,"15th Century"
12590,13125,"Namkha Gyeltsen",NULL,NULL,0,0,57,"15th Century"
12607,13134,"Katokpa Jangchub Gyeltsen",NULL,NULL,0,0,57,"15th Century"
12608,13140,"Khedrub Kunzang Gyeltsen",NULL,NULL,0,0,57,"15th Century"
12652,3125,"Trulzhik Nauwa",NULL,NULL,0,0,57,"15th Century"
12666,4348,"Sherab Zangpo",NULL,1438,0,0,57,"15th Century"
12799,10480,"Khyenrab Wangchuk Drakpa Zangpo",NULL,NULL,0,0,57,"15th Century"
12865,4168,"Jamyang Konchok Zangpo",1398,1475,0,0,57,"15th Century"
12943,3788,"Pelden Chokdrub",1454,1523,0,0,57,"15th Century"
12956,1639,"Namgyel Gonpo",1399,1424,0,0,57,"15th Century"
12970,2232,"Kunkyong Lingpa",1396,1477,0,0,57,"15th Century"
12994,6489,"Drungchen Khachopa Namkha Gyeltsen",1370,1433,0,0,57,"15th Century"
13003,13132,"Rinchen Gyeltsen",NULL,NULL,0,0,57,"15th Century"
13041,3000,"Pema Lingpa",1450,1521,0,0,57,"15th Century"
13091,13112,"Chopel Zangpo",NULL,NULL,0,0,57,"15th Century"
13144,10857,"Drukpa Kunle",1455,1529,0,0,57,"15th Century"
13278,10687,"Gendun Drub",1391,1474,0,0,57,"15th Century"
13324,5693,"Umapa Tsondru Sengge",NULL,NULL,0,0,57,"15th Century"
13489,13205,"Chokyi Dronma",1422,1455,0,0,57,"15th Century"
13648,1974,"Kunga Wangchuk",1418,1462,0,0,57,"15th Century"
13650,11285,"Chokyong Zangpo",1441,1527,0,0,57,"15th Century"
13692,10878,"Chowang Lhundrub",1440,1503,0,0,57,"15th Century"
13773,3736,Vanaratna,1384,1468,1,0,57,"15th Century"
13842,4164,"Nyakpuwa Sonam Zangpo",1341,1433,0,0,57,"15th Century"
13998,6690,"Pakpa Dechen Dorje",1439,1487,0,0,57,"15th Century"
14029,7305,"Sherab Zangpo",NULL,NULL,0,0,57,"15th Century"
14076,13095,"Sanggye Peljor",1449,1523,0,0,57,"15th Century"
14122,4217,"Lhachok Sengge",1468,1535,0,0,57,"15th Century"
14213,6997,"Rinchen Wozer",1453,1540,0,0,57,"15th Century"
14257,1637,"Paṇchen Sonam Drakpa",1478,1554,0,0,57,"15th Century"
14277,13135,"Namtrul Namkha Yeshe",1446,NULL,0,0,57,"15th Century"
14575,5437,"Janglingpa Tashi Gyeltsen",NULL,NULL,1,0,57,"15th Century"
14823,4669,"Lekpa Gyeltsen",1375,1450,0,0,57,"15th Century"
14890,1659,"Tashi Peljor",1457,1519,0,0,57,"15th Century"
14943,6746,"Baso Chokyi Gyeltsen",1402,1473,0,0,57,"15th Century"
14987,10497,"Lowo Khenchen Sonam Lhundrub",1456,1532,0,0,57,"15th Century"
15036,11441,"Jamyang Chodrak",1478,1523,0,0,57,"15th Century"
15340,3208,"Jamyang Namkha Gyeltsen",1398,1472,0,0,57,"15th Century"
15342,2866,"Jamyang Sherab Gyatso",1396,1474,1,0,57,"15th Century"
15489,3006,"Ngari Paṇchen Pema Wanggyel",1487,1542,0,0,57,"15th Century"
16187,11632,"Rinchen Pel",1350,1435,0,0,57,"15th Century"
16273,13131,"Khedrub Rinchen Lodro",NULL,NULL,0,0,57,"15th Century"
16415,13863,"Khyentse Chenmo",NULL,NULL,0,0,57,"15th Century"
16730,13183,"Takleb Jangchub Gyeltsen",NULL,NULL,0,0,57,"15th Century"
16734,13404,"Namkha Pelwa",NULL,NULL,0,0,57,"15th Century"
16841,5626,Buddhaśrī,1339,1420,0,0,57,"15th Century"
16846,8472,"Dungtso Repa The Later",NULL,NULL,0,0,57,"15th Century"
16888,7767,"Rigdzin Godemchen",1337,1409,0,0,57,"15th Century"
16889,3004,"Tennyi Lingpa",1480,1535,0,0,57,"15th Century"
16922,1871,"Samlo Sanggye Tashi",NULL,1413,0,0,57,"15th Century"
16941,5500,"Go Lotsāwa Zhonnu Pel",1392,1481,0,0,57,"15th Century"
16948,11141,"Tashi Peltsek",1359,1424,0,0,57,"15th Century"
16953,13870,"Sanggye Gyeltsen",NULL,NULL,0,0,57,"15th Century"
16987,10442,"Humrel Dung Dung Gyelchok",NULL,NULL,0,0,57,"15th Century"
17077,3211,"Dakchen Sherab Gyeltsen",1436,1472,0,0,57,"15th Century"
17089,2661,"Peljor Dondrub",1427,1489,0,0,57,"15th Century"
17298,6351,"Śākya Chokden",1428,1507,0,0,57,"15th Century"
17305,5795,"Śākya Yeshe",1354,1435,0,0,57,"15th Century"
17311,2696,"Kacho Wangpo",1350,1405,0,0,57,"15th Century"
17338,13244,"Lotsāwa Drakpa Gyeltsen",1352,1405,0,0,57,"15th Century"
17396,8571,"Rendawa Zhonnu Lodro",1348,1412,0,0,57,"15th Century"
17408,2162,"Tashi Namgyel",1490,1518,0,0,57,"15th Century"
17450,8986,Tsongkhapa,1357,1419,0,0,57,"15th Century"
17527,5489,"Chodrak Yeshe",1453,1524,0,0,57,"15th Century"
17530,8354,"Chennga Lodro Gyeltsen",1402,1472,0,0,57,"15th Century"
1754,5858,"Gorumpa Kunga Lekpa",1477,1544,0,0,61,"16th Century"
1880,13064,"Kunga Pelzang ",1513,1593,0,0,61,"16th Century"
2043,4119,"Orgyen Dzongpa Chokyong Gyeltsen",1455,1520,1,1,61,"16th Century"
2445,8101,"Kunga Lodro",1483,1566,0,0,61,"16th Century"
2980,7240,"Chokyi Gyeltsen",1469,1544,0,0,61,"16th Century"
4418,11565,"Jedrung Miyowa Zhonnu Lodro",1497,1564,0,0,61,"16th Century"
5449,6340,"Sanggye Pel",1507,1566,0,0,61,"16th Century"
5595,8116,"Khedrub Shakya Lhawang",1586,1655,0,0,61,"16th Century"
5755,6219,"Sherab Dar Lekpai Lodro",1450,1530,0,0,61,"16th Century"
5758,6910,"Chokyi Shenyen",1453,1540,0,0,61,"16th Century"
5765,12817,"Gelek Pelzang",1505,1567,0,0,61,"16th Century"
5767,5432,"Peljor Gyatso",1526,1599,0,0,61,"16th Century"
5771,5480,"Chokyong Gyatso",1473,1539,0,0,61,"16th Century"
5772,8099,"Dorje Zangpo",1491,1554,0,0,61,"16th Century"
5774,7230,"Gyeltsen Zangpo",1497,1548,0,0,61,"16th Century"
5780,2871,"Gendun Tenpa Dargye",1493,1568,0,0,61,"16th Century"
5784,6872,"Jampa Gyatso",1516,1590,0,0,61,"16th Century"
5786,9795,"Lodro Gyatso",1546,1618,0,0,61,"16th Century"
5794,5777,"Gendun Gyeltsen",1532,1607,0,0,61,"16th Century"
5796,8106,"Shenyen Drakpa",1545,1615,0,0,61,"16th Century"
5814,2523,"Ngawang Chokyi Gyeltsen",1575,1629,0,0,61,"16th Century"
5916,10507,"Konchok Lhundrub",1497,1557,0,0,61,"16th Century"
5928,3200,"Konchok Pelwa",1445,1514,0,0,61,"16th Century"
6152,726,"Paṇchen Namkha Pelzang",1464,1529,0,0,61,"16th Century"
6341,4379,"Pema Trinle",1564,1642,0,0,61,"16th Century"
6344,4372,"Dawa Gyeltsen",1499,1587,0,0,61,"16th Century"
6647,3708,"Yonten Gyatso",1557,1587,0,0,61,"16th Century"
6755,4221,"Sherab Jungne",1596,1653,0,0,61,"16th Century"
6886,13026,"Wensapa Lobzang Dondrub",1505,1556,0,0,61,"16th Century"
7116,11569,"Tenpa Rinchen",1474,1558,0,0,61,"16th Century"
7468,6935,"Wonpo Lhakyab",1474,1508,0,0,61,"16th Century"
7556,7294,"Peljor Lhundrub",1427,1514,0,0,61,"16th Century"
