historical_period_facet_id,person_id,default_name,birth_year,death_year,birth_approx,death_approx,historical_period_id,historical_period_name
16322,13853,"Margyel Dongkar",NULL,NULL,0,0,29,"8th Century"
16616,9,Mandāravā,NULL,NULL,0,0,29,"8th Century"
16623,7442,Padmasambhava,NULL,NULL,0,0,29,"8th Century"
16717,10970,Dharmatāśīla,NULL,NULL,0,0,29,"8th Century"
16724,13164,"Nangzher Lopo",NULL,NULL,0,0,29,"8th Century"
16726,13165,"Tongyung Tuchen",NULL,NULL,0,0,29,"8th Century"
16760,13642,Prajñāvarman,NULL,NULL,0,0,29,"8th Century"
16762,9985,Vimalamitra,NULL,NULL,0,0,29,"8th Century"
17014,4909,Pemasel,NULL,NULL,0,0,29,"8th Century"
17041,13888,"Choza Bonmo",NULL,NULL,0,0,29,"8th Century"
10872,5234,"Ma Rinchen Chok",NULL,NULL,0,0,33,"9th Century"
13685,10911,Vidyākaraprabha,NULL,NULL,0,0,33,"9th Century"
13727,13631,"Tong Ācārya",NULL,NULL,0,0,33,"9th Century"
13730,13627,Śākyaprabha,NULL,NULL,0,0,33,"9th Century"
14093,2816,"Lachen Gongpa Rabsel",832,915,1,1,33,"9th Century"
14287,9618,"Lhalung Pelgyi Dorje",NULL,NULL,0,0,33,"9th Century"
14351,10900,Śīlendrabodhi,NULL,NULL,0,0,33,"9th Century"
15303,10908,Jinamitra,NULL,NULL,0,0,33,"9th Century"
16051,13634,"Go Chodrub",755,849,1,0,33,"9th Century"
16719,10970,Dharmatāśīla,NULL,NULL,0,0,33,"9th Century"
16907,6678,"Pelgyi Lhunpo",NULL,NULL,0,0,33,"9th Century"
17094,4626,"Nubchen Sanggye Yeshe",832,942,0,0,33,"9th Century"
12346,6723,Mahāvajrāsana,NULL,NULL,0,0,37,"10th Century"
13600,23,Ratnākaraśānti,970,1045,1,1,37,"10th Century"
13677,10199,"Rinchen Zangpo",958,1055,0,0,37,"10th Century"
14095,2816,"Lachen Gongpa Rabsel",832,915,1,1,37,"10th Century"
14162,11056,"Lha Lama Yeshe Wo",947,1019,0,0,37,"10th Century"
15579,13540,"Lhai Metok",NULL,NULL,0,0,37,"10th Century"
15792,5644,"Machik Labdron",1055,1149,0,0,37,"10th Century"
16603,13773,"Gelongma Pelmo",NULL,NULL,0,0,37,"10th Century"
17096,4626,"Nubchen Sanggye Yeshe",832,942,0,0,37,"10th Century"
2574,7024,"Zhangton Chobar",1053,1135,0,0,41,"11th Century"
7374,3957,"Droton Dutsi Drakpa",1153,1232,0,0,41,"11th Century"
7377,6393,"Chokyi Lama",1184,1241,0,0,41,"11th Century"
9640,5753,"Draktengpa Yonten Tsultrim",NULL,NULL,0,0,41,"11th Century"
9684,4630,"Zurchen Shakya Jungne",1002,1062,0,0,41,"11th Century"
9724,5401,"Mel Lotsāwa Lodro Drakpa",NULL,NULL,0,0,41,"11th Century"
10692,4301,"Yumo Mikyo Dorje",1038,1117,1,1,41,"11th Century"
10710,2598,"Gonpawa Wangchuk Gyeltsen",1016,1083,0,0,41,"11th Century"
10796,5786,"Potowa Rinchen Sel",1027,1105,0,0,41,"11th Century"
11569,4261,"Ngok Lotsāwa Loden Sherab",1059,1109,0,0,41,"11th Century"
11958,6100,"Khon Konchok Gyelpo",1034,1102,0,0,41,"11th Century"
11962,7114,"Drapa Ngonshe",1012,1090,0,0,41,"11th Century"
12185,6452,"Puchungwa Zhonnu Gyeltsen",1031,1106,0,0,41,"11th Century"
12348,10892,Padmakaravarma,NULL,NULL,0,0,41,"11th Century"
12384,494,"Dangma Lhungyel",NULL,NULL,0,0,41,"11th Century"
12396,6285,"Khyungpo Neljor",1050,1127,0,0,41,"11th Century"
12624,1722,"Langlab Jangchub Dorje",NULL,NULL,0,0,41,"11th Century"
13059,2591,"Neuzurpa Yeshe Bar",1042,1118,0,0,41,"11th Century"
13320,7113,"Tsen Khawoche",1021,NULL,0,0,41,"11th Century"
13493,4267,"Dromton Gyelwa Jungne",1004,1064,0,0,41,"11th Century"
13522,5803,"Go Khukpa Lhetse",NULL,NULL,0,0,41,"11th Century"
13602,23,Ratnākaraśānti,970,1045,1,1,41,"11th Century"
13606,5801,"Naktso Lotsāwa Tsultrim Gyelwa",1011,1064,0,0,41,"11th Century"
13608,5717,"Atiśa Dīpaṃkara",982,1055,0,1,41,"11th Century"
13636,6962,"Dzeng Dharmabodhi",1052,1168,0,0,41,"11th Century"
13657,3168,"Gampopa Sonam Rinchen",1079,1153,0,0,41,"11th Century"
13679,10199,"Rinchen Zangpo",958,1055,0,0,41,"11th Century"
13694,13240,"Geshe Yakru Peldrak",NULL,NULL,0,0,41,"11th Century"
13740,10982,"Gewai Lodro",NULL,NULL,0,0,41,"11th Century"
13767,10981,"Gyatso De",NULL,NULL,0,0,41,"11th Century"
13787,3178,Milarepa,1040,1123,0,0,41,"11th Century"
13801,13636,"Yonten Pel",NULL,NULL,0,0,41,"11th Century"
13846,6275,"Gorub Lotsāwa Chokyi Sherab",NULL,NULL,0,0,41,"11th Century"
13852,6733,"Tsur Lotsāwa Yeshe Jungne",NULL,NULL,0,0,41,"11th Century"
13854,5386,"Tsurton Wanggi Dorje",NULL,NULL,0,0,41,"11th Century"
13869,6441,"Tolungpa Rinchen Nyingpo",1032,1116,0,0,41,"11th Century"
13872,5822,"Jayulwa Zhonnu Wo",1075,1138,0,0,41,"11th Century"
14060,5820,"Chennga Tsultrim Bar",1038,1103,0,0,41,"11th Century"
14164,11056,"Lha Lama Yeshe Wo",947,1019,0,0,41,"11th Century"
14319,6194,"Rongzom Chokyi Zangpo",NULL,NULL,1,0,41,"11th Century"
14588,6587,"Sumpa Yeshe Lodro",NULL,NULL,0,0,41,"11th Century"
14906,4632,"Zurchung Sherab Drakpa",1014,1074,0,0,41,"11th Century"
15017,2504,"Machik Zhama",1062,1149,0,0,41,"11th Century"
15030,4354,"Marpa Chokyi Lodro",1012,1097,1,0,41,"11th Century"
15034,5461,"Ra Lotsāwa Dorje Drakpa",1016,1128,0,1,41,"11th Century"
15049,6892,"Ziji Bar",NULL,NULL,1,0,41,"11th Century"
15244,6076,"Pakpa Sherab",1020,NULL,0,0,41,"11th Century"
15483,6214,"Vajrāsana the latter",NULL,NULL,0,0,41,"11th Century"
15735,1628,"Machik Jobum",NULL,NULL,0,0,41,"11th Century"
15794,5644,"Machik Labdron",1055,1149,0,0,41,"11th Century"
16268,13241,"Nub Lotsāwa Yonten Drak",NULL,NULL,0,0,41,"11th Century"
16452,13087,"Gomchen Barwa",NULL,NULL,0,0,41,"11th Century"
16465,13079,"Meu Gongdzo",1038,1096,0,0,41,"11th Century"
16605,13773,"Gelongma Pelmo",NULL,NULL,0,0,41,"11th Century"
16620,2510,"Padampa Sanggye",NULL,1117,0,0,41,"11th Century"
16628,7326,Smṛtijñānakīrti,NULL,NULL,0,0,41,"11th Century"
16658,13616,"Nangsa Wobum",NULL,NULL,0,0,41,"11th Century"
16715,4177,"Konchok Kyab",NULL,NULL,0,0,41,"11th Century"
17156,1229,"Ekamātra Siddharājñī",NULL,NULL,0,0,41,"11th Century"
17208,13904,"Achi Chokyi Drolma",NULL,NULL,0,0,41,"11th Century"
17292,5615,"Drokmi Śākya Yeshe",992,1043,1,0,41,"11th Century"
17385,4330,"Nyen Lotsāwa Darma Drak",NULL,NULL,0,0,41,"11th Century"
17405,6101,"Bari Lotsāwa Rinchen Drak",1040,1113,0,0,41,"11th Century"
17537,8194,"Patsab Lotsāwa Nyima Drak",1055,NULL,0,0,41,"11th Century"
1960,3469,"Marpa Sherab Yeshe",1135,1203,0,0,45,"12th Century"
2375,2799,"Tropu Gyeltsa Rinchen Gon",1118,1195,0,0,45,"12th Century"
2576,7024,"Zhangton Chobar",1053,1135,0,0,45,"12th Century"
3896,10573,"Tsangton Dorje Gyeltsen",1137,1226,0,0,45,"12th Century"
5006,4140,"Pomdrakpa Sonam Dorje",1170,1249,0,0,45,"12th Century"
6882,3181,"Barompa Darma Wangchuk",1127,1194,0,1,45,"12th Century"
7148,5790,"Tumton Lodro Drakpa",1106,1166,0,0,45,"12th Century"
7376,3957,"Droton Dutsi Drakpa",1153,1232,0,0,45,"12th Century"
7379,6393,"Chokyi Lama",1184,1241,0,0,45,"12th Century"
7386,4359,"Sanggye Gompa Sengge",1179,1250,0,0,45,"12th Century"
7946,2781,"Jampa Bum",1179,1252,0,0,45,"12th Century"
8211,13237,"Chennga Rinchen Zangpo",1168,NULL,0,0,45,"12th Century"
8412,7636,"Yelpa Yeshe Tsek",1134,1194,0,0,45,"12th Century"
8650,6721,"Rinchen Sherab",1171,1245,0,0,45,"12th Century"
8671,2919,"Sonam Tsemo",1142,1182,0,0,45,"12th Century"
8673,2915,"Drakpa Gyeltsen",1147,1216,0,0,45,"12th Century"
8926,13434,"Zhonnu Rinchen",1192,1259,0,0,45,"12th Century"
9001,13440,"Drubtob Nyakre Sewo",1140,1201,0,0,45,"12th Century"
9255,6491,"Doton Sherab Drakpa",1127,1185,0,0,45,"12th Century"
9581,7373,"Chegompa Sherab Dorje",1130,NULL,1,0,45,"12th Century"
9608,11471,"Ngok Kunga Dorje",1158,1234,1,0,45,"12th Century"
9635,13442,"Dorje Khyung",1161,1249,0,0,45,"12th Century"
9650,2916,"Sachen Kunga Nyingpo",1092,1158,0,0,45,"12th Century"
9786,2798,"Kunden Repa",1148,1217,0,0,45,"12th Century"
10621,13534,"Tsepo Tsawarong",NULL,NULL,0,0,45,"12th Century"
10694,4301,"Yumo Mikyo Dorje",1038,1117,1,1,45,"12th Century"
10893,7521,"Trulzhik Menpa",NULL,NULL,0,0,45,"12th Century"
11090,7462,"Tashi Gon",NULL,NULL,0,0,45,"12th Century"
11135,5313,"Sumton Yeshe Zung",NULL,NULL,0,0,45,"12th Century"
11174,10258,"Layakpa Jangchub Ngodrub",NULL,NULL,0,0,45,"12th Century"
11180,6749,"Yabzang Choje Chokyi Monlam",1169,1233,0,0,45,"12th Century"
11183,6756,"Zarawa Kelden Yeshe Sengge",1168,1207,1,0,45,"12th Century"
11205,5791,"Chekhawa Yeshe Dorje",1101,1175,0,0,45,"12th Century"
11212,6578,"Sanggye Dorje",1169,1226,0,0,45,"12th Century"
11271,2593,"Shupu Namkha Sengge",NULL,NULL,0,0,45,"12th Century"
11609,2595,"Chennga Drakpa Jungne",1175,1255,0,0,45,"12th Century"
11745,2789,"Nyo Gyelwa Lhanangpa Sanggye Rinchen",1164,1224,0,0,45,"12th Century"
11748,4175,"Rokam Nyima Sherab",1139,1208,0,0,45,"12th Century"
11750,8912,"Nyima Bum",1158,1213,0,0,45,"12th Century"
11954,5,"Gyergom Tsultrim Sengge",1144,1204,0,0,45,"12th Century"
12344,13066,Vairocanavajra,NULL,NULL,1,0,45,"12th Century"
12381,61,"Dorje Sherab",NULL,NULL,0,0,45,"12th Century"
12386,495,"Chetsun Sengge Wangchuk",NULL,NULL,0,0,45,"12th Century"
12398,6285,"Khyungpo Neljor",1050,1127,0,0,45,"12th Century"
12626,1726,"Sumpa Lotsāwa Darma Yonten",NULL,NULL,0,0,45,"12th Century"
12640,2561,"Lobpon Tsilungpa",NULL,NULL,0,0,45,"12th Century"
12643,2606,"Ngoje Repa",NULL,NULL,0,0,45,"12th Century"
12771,13232,"Pelchen Ngepuwa",NULL,NULL,0,0,45,"12th Century"
12898,13091,"Drogon Dutsi Gyeltsen",NULL,NULL,0,0,45,"12th Century"
12912,13233,"Chennga Namtsowa",NULL,NULL,0,0,45,"12th Century"
12925,6037,"Ga Lotsāwa Zhonnu Pel",1105,1198,0,0,45,"12th Century"
13013,4368,"Taklungtangpa Tashi Pel",1142,1209,0,0,45,"12th Century"
13061,2591,"Neuzurpa Yeshe Bar",1042,1118,0,0,45,"12th Century"
13300,1728,"Pelchok Dangpo Dorje",NULL,NULL,0,0,45,"12th Century"
13407,10280,Mitrayogin,NULL,NULL,0,0,45,"12th Century"
13409,13429,"Chennga Darma Tsultrim",NULL,NULL,0,0,45,"12th Century"
13412,13430,"Chennga Rinchen Jungne",NULL,NULL,0,0,45,"12th Century"
13415,13238,"Dordzin Gowoche",NULL,NULL,0,0,45,"12th Century"
13418,13436,"Drubtob Sengge Yeshe",NULL,NULL,0,0,45,"12th Century"
13421,13239,"Gejong Tashi Bum",NULL,NULL,0,0,45,"12th Century"
13427,13242,"Rinchen Jangchub",NULL,NULL,0,0,45,"12th Century"
13430,13443,"Jangtang Repa",NULL,NULL,0,0,45,"12th Century"
13433,6147,"Khenpo Zopa",NULL,NULL,0,0,45,"12th Century"
13436,13445,"Lobpon Gonkarwa",NULL,NULL,0,0,45,"12th Century"
13438,13446,"Nyene Rinchen Drak",NULL,NULL,0,0,45,"12th Century"
13440,6159,"Parpuwa Lodro Sengge",NULL,NULL,0,0,45,"12th Century"
13449,11865,"Tsangpa Gyare Yeshe Dorje",1161,1211,0,0,45,"12th Century"
13514,6405,"Tropu Lotsāwa Jampa Pel",1172,1236,1,1,45,"12th Century"
13526,3182,"Zhang Yudrakpa Tsondru Drakpa",1123,1193,0,0,45,"12th Century"
13638,6962,"Dzeng Dharmabodhi",1052,1168,0,0,45,"12th Century"
13653,7673,"Wolkhawa Drolgom Choyung",1103,1199,0,0,45,"12th Century"
13659,3168,"Gampopa Sonam Rinchen",1079,1153,0,0,45,"12th Century"
13689,6134,"Tsondru Sengge",1186,1247,0,0,45,"12th Century"
13696,13240,"Geshe Yakru Peldrak",NULL,NULL,0,0,45,"12th Century"
13789,3178,Milarepa,1040,1123,0,0,45,"12th Century"
13871,6441,"Tolungpa Rinchen Nyingpo",1032,1116,0,0,45,"12th Century"
13874,5822,"Jayulwa Zhonnu Wo",1075,1138,0,0,45,"12th Century"
13878,13431,"Choje Gangpa Rinchen Wozer",1175,1249,0,0,45,"12th Century"
13934,5312,"Yutok Yonten Gonpo",1126,1202,0,0,45,"12th Century"
14139,2137,"Sakya Paṇḍita Kunga Gyeltsen",1182,1251,0,0,45,"12th Century"
14146,2683,"Dusum Khyenpa",1110,1193,0,0,45,"12th Century"
14226,6895,"Zhangtsun Dorje Wozer",1122,1194,0,0,45,"12th Century"
14321,6194,"Rongzom Chokyi Zangpo",NULL,NULL,1,0,45,"12th Century"
14557,2638,"Duldzinpa Takmapa Kawa Darseng",NULL,NULL,0,0,45,"12th Century"
14562,2973,"Khyunggo Tsel",1175,NULL,0,0,45,"12th Century"
14579,5997,"Pelchen Chokyi Yeshe",NULL,NULL,0,0,45,"12th Century"
14790,13462,"Machik Rema",NULL,NULL,0,0,45,"12th Century"
14794,13080,"Bonzhik Khyungnak",1103,1183,0,0,45,"12th Century"
14796,13083,"Trulzhik Dombu",1150,NULL,0,0,45,"12th Century"
14873,13061,"Ngok Jo Tsultrim Sherab",1103,1154,0,0,45,"12th Century"
14996,13090,"Yorpo Mepel",1134,1169,0,0,45,"12th Century"
15011,3165,"Gomchung Sherab Jangchub",1130,1173,0,0,45,"12th Century"
15015,3169,"Gompo Tsultrim Nyingpo",1116,1169,0,0,45,"12th Century"
15019,2504,"Machik Zhama",1062,1149,0,0,45,"12th Century"
15024,6367,"Kyobpa Pel Zangpo",NULL,NULL,0,0,45,"12th Century"
15039,8460,"Khyungtsangpa Yeshe Lama",1115,1176,0,0,45,"12th Century"
15046,8459,"Machik Ongjo",NULL,NULL,0,0,45,"12th Century"
15737,1628,"Machik Jobum",NULL,NULL,0,0,45,"12th Century"
15874,1721,"Yalung Jomo Auma",NULL,NULL,0,0,45,"12th Century"
15876,1719,"Jomo Mangchungma",NULL,NULL,0,0,45,"12th Century"
15905,1720,"Jocham Purmo",NULL,NULL,0,0,45,"12th Century"
16259,13432,"Choje Tsadrelwa",NULL,NULL,0,0,45,"12th Century"
16262,13433,"Dordzin Sonam Gyatso",NULL,NULL,0,0,45,"12th Century"
16265,13435,"Drubtob Tsangzhikpa",NULL,NULL,0,0,45,"12th Century"
16270,13241,"Nub Lotsāwa Yonten Drak",NULL,NULL,0,0,45,"12th Century"
16450,13088,Joyung,NULL,NULL,0,0,45,"12th Century"
16454,13087,"Gomchen Barwa",NULL,NULL,0,0,45,"12th Century"
16461,13089,"Drilungpa Tsultrim Sherab",NULL,NULL,0,0,45,"12th Century"
16471,3881,"Kharakpa Dulwa Wo",NULL,NULL,0,0,45,"12th Century"
16622,2510,"Padampa Sanggye",NULL,1117,0,0,45,"12th Century"
16634,8923,"Zhangton Tashi Dorje",1097,1167,0,0,45,"12th Century"
16654,2918,"Jangsem Dawa Gyeltsen",NULL,NULL,0,0,45,"12th Century"
16660,13616,"Nangsa Wobum",NULL,NULL,0,0,45,"12th Century"
16709,8456,"Jangsem Choje Sonam Gyeltsen",1193,1269,1,1,45,"12th Century"
16731,13234,"Lobpon Tsangpa Jamseng",NULL,NULL,0,0,45,"12th Century"
16751,13882,"Lhachik Dembu",NULL,NULL,0,0,45,"12th Century"
16800,6547,"Lhachuk Kharwa Nyida Wo",1135,1215,0,0,45,"12th Century"
16802,5999,"Nyangrel Nyima Wozer",1124,1192,0,0,45,"12th Century"
16917,6726,"Rokben Sherab Wo",1166,1244,0,0,45,"12th Century"
16923,2539,"Pakmodrupa Dorje Gyelpo",1110,1170,0,0,45,"12th Century"
16929,2899,"Jikten Gonpo Rinchen Pel",1143,1217,0,0,45,"12th Century"
16931,3175,"Dakpo Duldzin",1134,1218,0,0,45,"12th Century"
16934,3890,"Gurawa Tsultrim Dorje",1154,1221,0,0,45,"12th Century"
16949,11877,"Lingrepa Pema Dorje",1128,1188,0,0,45,"12th Century"
16957,620,"Damcho Lingpa",NULL,NULL,0,0,45,"12th Century"
16965,13447,"Drubchen Bardrokpa",NULL,NULL,0,0,45,"12th Century"
16978,13439,"Sonyompa Sherab Pel",NULL,NULL,0,0,45,"12th Century"
16981,13444,"Shen Gonkarwa Dorje Wangchuk",NULL,NULL,0,0,45,"12th Century"
17035,7637,"Tishrī Repa Sherab Sengge",1164,1236,0,0,45,"12th Century"
17079,2589,"Katokpa Dampa Deshek",1122,1192,0,0,45,"12th Century"
17158,1229,"Ekamātra Siddharājñī",NULL,NULL,0,0,45,"12th Century"
17275,5527,Niṣkalaṅka,NULL,NULL,0,0,45,"12th Century"
17294,11453,"Nyamme Śākya Yeshe",1147,1207,0,0,45,"12th Century"
17349,6879,"Chak Drachompa",1154,1217,0,0,45,"12th Century"
17407,6101,"Bari Lotsāwa Rinchen Drak",1040,1113,0,0,45,"12th Century"
17436,2810,Śākyaśrībhadra,1127,1225,0,0,45,"12th Century"
17464,4297,"Jamyang Sarma",NULL,NULL,0,0,45,"12th Century"
17467,6328,"Chel Lotsāwa Chokyi Zangpo",1161,1229,1,0,45,"12th Century"
1833,2803,"Jangsem Gyelwa Yeshe ",1247,1320,0,0,49,"13th Century"
2034,11898,"Wonre Darma Sengge",1177,1237,0,0,49,"13th Century"
2130,8637,"Sengge Gyelpo",1289,1326,0,0,49,"13th Century"
3898,10573,"Tsangton Dorje Gyeltsen",1137,1226,0,0,49,"13th Century"
5008,4140,"Pomdrakpa Sonam Dorje",1170,1249,0,0,49,"13th Century"
5408,2776,"Karma Pakshi",1204,1283,0,0,49,"13th Century"
5695,7152,"Yeshe Bumpa",1242,1328,0,0,49,"13th Century"
5698,10654,"Jangchub Bumpa",1284,1347,0,0,49,"13th Century"
7388,4359,"Sanggye Gompa Sengge",1179,1250,0,0,49,"13th Century"
7523,2483,"Kyoton Monlam Tsultrim",1219,1299,0,0,49,"13th Century"
7540,2578,"Zeu Drakpa Tsondru",1253,1316,0,0,49,"13th Century"
7543,2577,"Drakpa Sherab",1259,1325,0,0,49,"13th Century"
7642,3906,"Dorje Rinchen",1278,1314,0,0,49,"13th Century"
7645,3907,"Dorje Gyelpo",1283,1350,0,0,49,"13th Century"
7739,11299,"Jonub Dorje Yeshe",1223,1293,0,0,49,"13th Century"
7948,2781,"Jampa Bum",1179,1252,0,0,49,"13th Century"
7954,3903,"Tokkhawa Rinchen Sengge",1227,1284,0,0,49,"13th Century"
7956,3902,"Chung Dorje Drakpa",1210,1278,0,0,49,"13th Century"
7958,3904,"Tsamchepa Drakpa Sonam",1238,1287,0,0,49,"13th Century"
8091,13199,"Nyima Gyeltsen",1225,1305,0,0,49,"13th Century"
8213,13237,"Chennga Rinchen Zangpo",1168,NULL,0,0,49,"13th Century"
8652,6721,"Rinchen Sherab",1171,1245,0,0,49,"13th Century"
8663,6138,"Sonam Pel",1217,1277,0,0,49,"13th Century"
8881,3204,"Zangpo Pel",1262,1324,0,0,49,"13th Century"
8888,2314,"Rinchen Gyeltsen",1238,1279,0,0,49,"13th Century"
8928,13434,"Zhonnu Rinchen",1192,1259,0,0,49,"13th Century"
9003,13440,"Drubtob Nyakre Sewo",1140,1201,0,0,49,"13th Century"
9190,2790,"Yonten Gyatso",1260,1327,0,0,49,"13th Century"
9201,3101,"Kuyelwa Rinchen Gon",1191,1236,0,0,49,"13th Century"
9322,6620,"Zang Samlingpa",1189,1260,0,0,49,"13th Century"
9381,13074,"Tsangpopa Konchok Sengge",NULL,1218,0,0,49,"13th Century"
9390,11307,"Tukje Tsondru",1243,1313,0,0,49,"13th Century"
9585,9789,"Lama Jangchub Sengge",NULL,NULL,0,0,49,"13th Century"
9637,13442,"Dorje Khyung",1161,1249,0,0,49,"13th Century"
9638,13449,"Dorje Sengge",1199,1238,0,1,49,"13th Century"
9652,1035,"Khenchen Tashi Tsultrim",NULL,NULL,0,0,49,"13th Century"
9943,5588,"Guru Chowang",1212,1270,0,0,49,"13th Century"
10260,8868,"Jomo Menmo",1248,1283,0,0,49,"13th Century"
10446,3936,"Drigung Lotsāwa Maṇikaśrījñāna",1289,1363,0,0,49,"13th Century"
10623,13535,"Nangso Damepa",NULL,NULL,0,0,49,"13th Century"
10636,13437,"Drakpa Tsondru",1203,1267,0,0,49,"13th Century"
11143,12405,"Drakpa Rinchen",NULL,1310,0,0,49,"13th Century"
11182,6749,"Yabzang Choje Chokyi Monlam",1169,1233,0,0,49,"13th Century"
11214,6578,"Sanggye Dorje",1169,1226,0,0,49,"13th Century"
11273,5817,"Lhodrak Namkha Gyelpo",NULL,NULL,0,0,49,"13th Century"
11365,2280,"Yeshe Rinchen",1248,1294,0,0,49,"13th Century"
11488,6672,"Jamyang Gonpo",1208,NULL,1,0,49,"13th Century"
11565,10824,"Gar Dampa Chodingpa",1180,1240,0,0,49,"13th Century"
11611,2595,"Chennga Drakpa Jungne",1175,1255,0,0,49,"13th Century"
11622,10531,"Pajo Drukgom Zhikpo",1184,1251,1,1,49,"13th Century"
11747,2789,"Nyo Gyelwa Lhanangpa Sanggye Rinchen",1164,1224,0,0,49,"13th Century"
11770,7641,"Repa Karpo",1198,1262,0,0,49,"13th Century"
11774,13572,"Trewo Alu",NULL,NULL,0,0,49,"13th Century"
11932,9201,"Rangjung Dorje",1284,1339,0,0,49,"13th Century"
11977,2845,"Buton Rinchen Drub",1290,1364,0,0,49,"13th Century"
12383,61,"Dorje Sherab",NULL,NULL,0,0,49,"13th Century"
12388,1029,"Khenchen Sonam Pel",NULL,NULL,0,0,49,"13th Century"
12642,2561,"Lobpon Tsilungpa",NULL,NULL,0,0,49,"13th Century"
12645,2606,"Ngoje Repa",NULL,NULL,0,0,49,"13th Century"
12763,13230,"Jangchub Lingpa",NULL,NULL,0,0,49,"13th Century"
12773,13232,"Pelchen Ngepuwa",NULL,NULL,0,0,49,"13th Century"
12814,2791,"Tsonawa Sherab Zangpo",NULL,NULL,0,0,49,"13th Century"
12855,11909,"Zhonnu Sengge",1200,1266,0,0,49,"13th Century"
12908,2203,"Zhangton Konchok Pel",NULL,1317,0,0,49,"13th Century"
12910,2584,"Won Sherab Jungne",1187,1241,0,0,49,"13th Century"
12914,13233,"Chennga Namtsowa",NULL,NULL,0,0,49,"13th Century"
12929,6671,"Lorepa Wangchuk Tsondru",1187,1250,0,0,49,"13th Century"
12937,13129,"Tsenden Namgyel Kara",NULL,NULL,0,0,49,"13th Century"
12999,2780,"Sonam Bumpa",1222,1282,0,0,49,"13th Century"
13007,11942,"Sengge Sherab",1238,1280,0,0,49,"13th Century"
13047,3194,Dharmapālarakṣita,1268,1287,0,0,49,"13th Century"
13411,13429,"Chennga Darma Tsultrim",NULL,NULL,0,0,49,"13th Century"
13414,13430,"Chennga Rinchen Jungne",NULL,NULL,0,0,49,"13th Century"
13417,13238,"Dordzin Gowoche",NULL,NULL,0,0,49,"13th Century"
13420,13436,"Drubtob Sengge Yeshe",NULL,NULL,0,0,49,"13th Century"
13423,13239,"Gejong Tashi Bum",NULL,NULL,0,0,49,"13th Century"
13429,13242,"Rinchen Jangchub",NULL,NULL,0,0,49,"13th Century"
13432,13443,"Jangtang Repa",NULL,NULL,0,0,49,"13th Century"
13435,6147,"Khenpo Zopa",NULL,NULL,0,0,49,"13th Century"
13502,2740,"Yungton Dorje Pel",1284,1365,0,0,49,"13th Century"
13516,6405,"Tropu Lotsāwa Jampa Pel",1172,1236,1,1,49,"13th Century"
13691,6134,"Tsondru Sengge",1186,1247,0,0,49,"13th Century"
13700,3139,"Sanggye Yarjon",1203,1272,0,0,49,"13th Century"
13827,6374,"Drakpa Gyeltsen",NULL,NULL,0,0,49,"13th Century"
13880,13431,"Choje Gangpa Rinchen Wozer",1175,1249,0,0,49,"13th Century"
13994,13086,"Donggom Zhikpo",NULL,NULL,0,0,49,"13th Century"
14006,12838,"Tsembupa Darma Wozer",NULL,NULL,0,0,49,"13th Century"
14112,8730,"Dromton Zhonnu Lodro",1271,NULL,0,0,49,"13th Century"
14141,2137,"Sakya Paṇḍita Kunga Gyeltsen",1182,1251,0,0,49,"13th Century"
14564,2973,"Khyunggo Tsel",1175,NULL,0,0,49,"13th Century"
14577,5555,"Nartangpa Tsultrim Gyeltsen",NULL,NULL,0,0,49,"13th Century"
14581,5997,"Pelchen Chokyi Yeshe",NULL,NULL,0,0,49,"13th Century"
14582,6010,"Namkha Pel",NULL,NULL,0,0,49,"13th Century"
14798,13083,"Trulzhik Dombu",1150,NULL,0,0,49,"13th Century"
14799,13084,"Zhikpo Kunga",NULL,NULL,0,0,49,"13th Century"
14869,13076,Kangyurpa,NULL,NULL,0,0,49,"13th Century"
15022,5750,"Bakton Zhonnu Tsultrim",NULL,NULL,1,0,49,"13th Century"
15048,8459,"Machik Ongjo",NULL,NULL,0,0,49,"13th Century"
15269,13236,"Pa Rinpoche",1222,1292,0,0,49,"13th Century"
15554,7038,"Won Sonam Drakpa",1187,1234,0,0,49,"13th Century"
15556,2181,"Chim Namkha Drak",1210,1285,0,0,49,"13th Century"
15573,8474,"Machik Kunga Bum",NULL,NULL,0,0,49,"13th Century"
16224,9634,"Drakpa Sengge",1283,1349,0,0,49,"13th Century"
16261,13432,"Choje Tsadrelwa",NULL,NULL,0,0,49,"13th Century"
16264,13433,"Dordzin Sonam Gyatso",NULL,NULL,0,0,49,"13th Century"
16267,13435,"Drubtob Tsangzhikpa",NULL,NULL,0,0,49,"13th Century"
16455,13117,"Druton Sonam Gyeltsen",NULL,NULL,0,0,49,"13th Century"
16457,13093,"Druton Dulwa Gyeltsen",1239,1293,0,0,49,"13th Century"
16463,13115,"Dru Gyelwa Yungdrung",1242,1290,0,0,49,"13th Century"
16467,13119,"Tsungme Sonam Lodro",NULL,NULL,0,0,49,"13th Century"
16469,13092,"Azha Lodro Gyeltsen",1198,1263,0,0,49,"13th Century"
16611,8891,"Guru Jober",1196,1255,0,0,49,"13th Century"
16618,8857,"Melong Dorje",1243,1303,0,0,49,"13th Century"
16630,1754,"Trulzhik Sengge Gyabpa",NULL,NULL,0,0,49,"13th Century"
16683,10647,"Tsade Zhanakpa Namkha Dorje",NULL,NULL,0,0,49,"13th Century"
16695,3417,"Meban Rinchen Lingpa",1289,1368,0,0,49,"13th Century"
