TOL Source ID,Source,PLACE ID,Source Display,Pages,BDRC ID,VIAF ID,OCLC ID,url other,Source Lang Tag,Source Display Lang Tag
74,,847,"<p>
Alexander, André. 2019.<em> The traditional Lhasa house: typology of an endangered species</em>. Chicago: Serindia. pp. 56, 176</p>","56, 176",,,1063584745,http://www.worldcat.org/oclc/1063584745,,
74,,1561,"<p>
Alexander, André. 2019. <em>The traditional Lhasa house: typology of an endangered species</em>. Chicago: Serindia, pp. 93-95.</p>",93-95,,,1063584745,http://www.worldcat.org/oclc/1063584745,,
74,,903,"<p>
Alexander, André. 2019.<em> The traditional Lhasa house: typology of an endangered species</em>. Chicago: Serindia, pp. 176-179.</p>",176-179,,,1063584745,http://www.worldcat.org/oclc/1063584745,,
75,,1158,"<p>
Amar, Abhishek Singh., David Geary, and Matthew R. Sayers. 2012. <em>Cross-disciplinary perspectives on a contested Buddhist site : Bodh Gaya Jataka</em>. London: Routledge.",,,,886477669,https://doi.org/10.4324/9780203120354,,
76,,1055,"<p>
Andreev, A. I. 2017.<em> Sankt-Peterburgskiĭ buddiĭskiĭ khram v fotografii︠a︡kh V. A. Sansero [1920-1924]: iz kollekt︠s︡ii Instituta vostochnykh rukopiseĭ RAN</em>. Sankt-Peterburg: Izdanie A. A. Terentʹeva.</p>",,,,41204297,http://www.worldcat.org/oclc/11,,
77,,1312,"<p>
Andreyev, Alexandre. 2014. <em>Myth of the Masters Revived : The Occult Lives of Nikolai and Elena Roerich</em>. Leiden: Brill.</p>",,,,934549213,http://www.worldcat.org/oclc/934549213,,
78,,1595,"<p>
Snellgrove, David. 1961. <em>Himalayan Pilgrimage, a Study of Tibetan Religion by a Traveller through Western Nepal</em>. Oxford: Bruno Cassirer, pp. 193-195.</p>",193-195,,,848924,,,
79,,1001,"<p>
ʼGos Lo-tsā-ba Gzhon-nu-dpal, George Roerich, and Turrell V. Wylie. 1949.<em> The blue annals, Vol. 2</em>. Calcutta: Royal Asiatic Society of Bengal, p. 466.</p>",466,,,2289406,http://www.worldcat.org/oclc/2289406,,
79,,1259,"<p>
Roerich, George Nicholas. 1949. <em>The Blue Annals: Part I.</em> Calcutta: Royal Asiatic Society of Bengal, pp. 82-83.</p>",82-83,,,222009799,http://www.worldcat.org/oclc/222009799,,
80,,174,"<p>
Chogyam Trungpa. 1977. <em>Born in Tibet</em>. Boulder: Shambhala.</p>",,,,3353735,,,
80,,702,"<p>
Chogyam Trungpa. 1977. <em>Born in Tibet</em>. Boulder: Shambhala.</p>",,,,3353735,,,
81,,1454,"<p>
Asia Society. 1982. <em>Tibetan Cultural Resources in North America</em> = [Bod kyi rig gźuṅ thon khuṅs]. Asia Society, p. 6.</p>",6,,,11915768,http://www.worldcat.org/oclc/11915768,,
82,,1411,"<p><em>Annual Report</em>.&nbsp;2005. India:&nbsp;Government of India, Ministry of Culture,&nbsp;p. 87.</p>",87-88,,,14995171,https://www.indiaculture.gov.in/sites/default/files/annual-reports/MoC%20Annual%20Report%202005-2006.pdf,,
83,,1416,"<p>
Fields, Rick. 1992. <em>How the Swans Came to the Lake: A Narrative History of Buddhism in America</em>. Boston: Shambhala Publications, pp. 332-335.</p>",,,,1066097561,http://www.worldcat.org/oclc/1066097561,,
84,,128,"<p>
Jackson, David. 1989. <em>The Early Abbots of &#39;Phan-po Na-lendra: The Vicissitudes of a Great Tibetan Monastery in the 15th Century</em>. Vienna: Arbeitskreis f&uuml;r Tibetische und Buddhistische Studien, Universit&auml;t Wien.&nbsp;</p>",,,,25460374,https://search.worldcat.org/title/25460374,,
85,,1496,"<p>
Jackson, David. 2003. <em>Saint in Seattle</em>. Boston: Wisdom, p. 10.</p>",10,,,54479651,https://search.worldcat.org/title/54479651,,
85,,1497,"<p>
Jackson, David. 2003. <em>A Saint in Seattle</em>. Boston: Wisdom.</p>",,,,54479651,https://search.worldcat.org/title/54479652,,
85,,445,"<p>
Jackson, David. 2003. <em>Saint in Seattle: The Life of the Tibetan Mystic Dezhung Rinpoche</em>. Boston: Wisdom Publications, p. 593.</p>",593,,,54479651,https://search.worldcat.org/title/54479653,,
85,,1464,"<p>
Jackson, David. 2003. <em>Saint in Seattle</em>. Boston: Wisdom.</p>",,,,54479651,https://search.worldcat.org/title/54479654,,
85,,179,"<p>
Jackson, David. 2003. Saint in Seattle. Boston: Wisdom, pp. 75-77.</p>",75-77,,,54479651,https://search.worldcat.org/title/54479655,,
85,,178,"<p>Jackson, David Paul. 2003.<em>A Saint in Seattle: The Life of the Tibetan Mystic Dezhung Rinpoche</em>. Boston: Wisdom Publications, pp. 531-536. </p>",531-536,,,54479651,https://search.worldcat.org/title/54479656,,
86,,173,"<p>
Dowman,&nbsp;Keith. 1995.<em> Power Places of Kathmandu: Hindu and Buddhist Holy Sites in the Sacred Valley of Nepal</em>.&nbsp;United Kingdom:&nbsp;Inner Traditions/Bear.</p>",,,,32510936,http://www.worldcat.org/oclc/32510936,,
86,,1653,"<p>
Dowman, Keith. 1981. &quot;A Buddhist Guide to the Power Places of the Kathmandu Valley.&quot; <em>Kailash: A Journal of Himalyan Studies</em>, vol. VIII, no. 3-4, pp. 270-271.</p>",,,,,https://himalaya.socanth.cam.ac.uk/collections/journals/kailash/pdf/kailash_08_0304_03.pdf,,
87,,1408,"<p>
Thub bstan dpal ldan.&nbsp;1997. <em>The Guide to the Buddhist Monasteries and Royal Castles of Ladakh</em>.&nbsp;India:&nbsp;T. Paldan, p. 23.</p>",23,,,45437173,http://www.worldcat.org/oclc/45437173,,
88,,427,"<p>
Cuevas, Bryan J. 2003. The hidden history of the Tibetan book of the dead. Oxford: University Press, pp. 191-192.</p>",191-192,,,50347871,http://www.worldcat.org/oclc/963538639,,
89,,905,"<p>
Unesco. 2004. <em>World Heritage: Monumental Sites</em>. Milano: Skira Editore, pp. 242-249.</p>",242-249,,,56022655,http://www.worldcat.org/oclc/56022655,,
90,,1412,"<p> Bruun, Ole. 2006. <em>Mongols From Country to City: Floating Boundaries, Pastoralism and City Life in the Mongol Lands</em>. Copenhagen: NIAS Press, p. 223.</p>",223,,,56655362,,,
91,,1544,"<p>
Childs,&nbsp;Geoff.&nbsp;<em>Tibetan Diary: From Birth to Death and Beyond in a Himalayan Valley of Nepal</em>.&nbsp;Berkeley:&nbsp;University of California Press,&nbsp;2004.</p>",,,,56732972,http://www.worldcat.org/oclc/1014867757,,
92,,1510,"<p>
Simmer-Brown, Judith. &quot;The Liberty That Nobody Can Touch: Thomas Merton Meets Tibetan Buddhism.&quot;<em> Merton &amp; Buddhism: Wisdom, Emptiness and Everyday Mind</em>, ed. Bonnie Bowman Thurston (Louisville, KY: Fons Vitae, 2007) (2007): 51-90.</p>",51-90,,,123165638,http://www.worldcat.org/oclc/123165638,,
93,,1045,"<p>
Gruschke, Andreas. 2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>. Thailand: White Lotus Press, p. 54.</p>",54,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,40,"<p>
Gruschke, Andreas. 2001.&nbsp;<em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 21-26.</p>",21-26,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,942,"<p>
Gruschke, Andreas. 2001.&nbsp;<em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 51-54.</p>",51-54,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,941,"<p>
Gruschke, Andreas. 2001.&nbsp;<em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 51-54.</p>",51-54,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,924,"<p>
Gruschke, Andreas. 2001.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 21-26.</p>",21-26,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,532,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 36-38.</p>",36-38,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,1044,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 54.</p>",54,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,1043,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 80.</p>",80,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,156,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 31-37.</p>",31-37,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,340,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 44-45.</p>",44-45,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,1428,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 64-65.</p>",64-65,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,1086,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai Part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 73-75.</p>",73-75,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,982,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 92-93.</p>",92-93,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,533,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp.&nbsp;38, 59, 153.</p>","38, 59, 153",,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,398,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press,&nbsp;p. 62.</p>",62,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,716,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 91-92.</p>",91-92,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,926,"<p> Gruschke, Andreas. 2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 21-26.</p>",21-26,,,229922814,,,
93,,927,"<p> Gruschke, Andreas. 2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 21-26.</p> <p>",21-26,,,229922814,,,
93,,374,"<p> Gruschke, Andreas. 2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 51-54.</p>",51-54,,,229922814,,,
93,,925,"<p> Gruschke, Andreas. 2001.<em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo</em>. Bangkok: White Lotus Press, pp. 21-26.&nbsp;</p>",21-26,,,229922814,,,
93,,397,"<p>Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The Qinghai part of Amdo</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 55.</p>",55,,,229922814,http://www.worldcat.org/oclc/229922814,,
93,,1024,"<p> Gruschke, Andreas. 2001. The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 1, the Qinghai Part of Amdo. Bangkok: White Lotus Press, pp. 21-26.</p>",21-26,,,,,,
94,,1426,"<p>
Gruschke, Andreas. 2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces: Volume 2. The Gansu and Sichuan Parts of Amdo</em>. Bangkok: White Lotus Press, pp. 46-48.</p>",46-48,,,229922816,,,
94,,41,"<p>
Gruschke, Andreas. 2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand: White Lotus Press, pp. 27-38.</p>",27-38,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,831,"<p>
Gruschke, Andreas. 2001.&nbsp;<em>The Cultural Monuments of Tibet&#39;s Outer Provinces, Volume 2</em>. Bangkok: White Lotus Press, p. 23.</p>",23,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,363,"<p>
Gruschke, Andreas. 2001.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces: Volume 2. The Gansu and Sichuan Parts of Amdo</em>. Bangkok: White Lotus Press, pp. 46-48.</p>",46-48,,,229922816,,,
94,,479,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, p. 50.</p>",50,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,1365,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, p. 56.</p>",56,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,441,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, pp. 21-23.</p>",21-23,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,920,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, pp. 27-39.</p>",27-39,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,210,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, pp. 74-78, 150-153.</p>","74-78, 150-153",,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,209,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, pp. 74-78.</p>",74-78,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,206,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, pp.&nbsp;74-78</p>",74-78,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,1178,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, p. 55.&nbsp;</p>",55,,,229922816,http://www.worldcat.org/oclc/229922816,,
94,,718,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2001.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Gansu and Sichuan parts of Amdo</em>. Thailand:&nbsp;White Lotus Press, p. 66.</p>",66,,,229922816,http://www.worldcat.org/oclc/229922816,,
95,,1307,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Regio</em>n.&nbsp;Thailand:&nbsp;White Lotus Press, p. 122.</p>",122,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,1069,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 103.</p>",103,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,157,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 112.</p>",112,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,134,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 129.</p>",129,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,404,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 43, 183.</p>","43, 183",,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,59,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 57.</p>",57,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,650,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 92.</p>",92,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,814,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 100-101.</p>",100-101,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,237,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 36-42.</p>",36-42,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,215,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 45-49.</p>",45-49,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,218,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 49-54.</p>",49-54,,,493334582,http://www.worldcat.org/oclc/229922822,,
95,,1023,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 76-77.</p>",76-77,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,242,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 85-89.</p>",85-89,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,700,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press,&nbsp;pp. 62-63.</p>",62-63,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,1186,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces</em>. Volume 1: The TAR part of Kham, Tibetan Autonomous Region.&nbsp;Thailand:&nbsp;White Lotus Press, p. 37.</p>",37,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,813,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.&nbsp;<em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 103-104.</p>",103-104,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,159,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.&nbsp;<em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 59, 122.</p>","59, 122",,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,720,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region.</em>&nbsp;Thailand:&nbsp;White Lotus Press, pp. 59-61.</p>",59-61,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,1393,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, p. 105.</p>",105,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,160,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 115-116.</p>",115-116,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,1555,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 117-118.</p>",117-118,,,493334582,http://www.worldcat.org/oclc/493334582,,
95,,255,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004.<em> The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 1: The TAR part of Kham, Tibetan Autonomous Region</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 74-75.</p>",74-75,,,493334582,http://www.worldcat.org/oclc/493334582,,
96,,158,"<p>
Gruschke, Andreas. 2004.&nbsp;<em>Kham: The Cultural Monument&#39;s of Tibet&#39;s Outer Provinces, Volume 2, The Qinghai Part of Kham. </em>Bangkok: White Lotus Press, pp. 110-115.</p>",110-115,,,818982391,,,
96,,512,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Qinghai part of Kham</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 38-45.</p>",38-45,,,818982391,http://www.worldcat.org/oclc/818982391,,
96,,807,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Qinghai part of Kham</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 54-55.</p>",54-55,,,818982391,http://www.worldcat.org/oclc/818982391,,
96,,70,"<p>
Gruschke,&nbsp;Andreas.&nbsp;2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Volume 2: The Qinghai part of Kham</em>.&nbsp;Thailand:&nbsp;White Lotus Press, pp. 99-100.</p>",99-100,,,818982391,http://www.worldcat.org/oclc/818982391,,
96,,527,"<p> Gruschke, Andreas. 2004. <em>The Cultural Monuments of Tibet&#39;s Outer Provinces. Kham Vol. 1. The TAR Part of Kham</em>. Bangkok: White Lotus Press, p. 260.&nbsp;</p>",260,,,,,,
97,,1267,"<p>
Karmay, Samten Gyaltsen, and Dondrup Lhagyal. 2003. <em>A survey of Bonpo monasteries and tempels in Tibet and the Himalaya</em>. Osaka: National Museum of Ethnology, p. 615</p>",615,,,231975233,http://www.worldcat.org/oclc/231975233,,
97,,808,"<p>
Karmay, Samten Gyaltsen, and Dondrup Lhagyal. 2003. <em>A Survey of Bonpo Monasteries and Temples in Tibet and the Himalaya</em>. Osaka: National Museum of Ethnology, pp. 36-38.</p>",36-38,,,231975233,http://www.worldcat.org/oclc/231975233,,
97,,1179,"<p>
Karmay, Samten Gyaltsen, and Yasuhiko Nagano. 2003. <em>A Survey of Bonpo monasteries and temples in Tibet and the Himalaya</em>. Osaka: National Museum of Ethnology, pp. 521-523.</p>",521-523,,,231975233,http://www.worldcat.org/oclc/52453594,,
97,,1365,"<p>
Karmay, Samten Gyaltsen, and Yasuhiko Nagano. 2003. <em>A Survey of Bonpo monasteries and temples in Tibet and the Himalaya</em>. Osaka: National Museum of Ethnology, pp. 596-599.</p>",596-599,,,231975233,http://www.worldcat.org/oclc/52453594,,
97,,241,"<p>
Karmay, Samten Gyaltsen, and Yasuhiko Nagano. 2003.&nbsp;<em>A Survey of Bonpo monasteries and temples in Tibet and the Himalaya</em>. Osaka: National Museum of Ethnology, pp. 131-136.</p>",131-136,,,231975233,http://www.worldcat.org/oclc/52453594,,
97,,721,"<p>
Karmay, Samten Gyaltsen, and Yasuhiko Nagano. 2003.<em> A Survey of Bonpo monasteries and temples in Tibet and the Himalaya</em>. Osaka: National Museum of Ethnology, pp. 136-141.</p>",136-141,,,231975233,http://www.worldcat.org/oclc/52453594,,
98,,1403,"<p>
Kalu Rinpoche, Christiane Buchet, and François Jacquemart. 1995. <em>Excellent Buddhism: an exemplary Life.</em> San Francisco, Calif: Clear Point Press, p. 19.</p>",19,,,249945150,http://www.worldcat.org/oclc/249945150,,
98,,1416,"<p>
Kalu Rinpoche, Christiane Buchet, and François Jacquemart. 1995.<em> Excellent Buddhism: An Exemplary Life</em>. San Francisco, Calif: Clear Point Press, p. 45.</p>",45,,,249945150,http://www.worldcat.org/oclc/249945150,,
