TOL Source ID,Source,PLACE ID,Source Display,Pages,BDRC ID,VIAF ID,OCLC ID,url other,Source Lang Tag,Source Display Lang Tag
69,,229,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 523-524.</p>",523-524,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1336,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 524-525.</p>",524-525,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,275,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 526-527.</p>",526-527,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,839,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 529-530.</p>",529-530,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,216,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 53-54.</p>",53-54,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,183,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 532-533.</p>",532-533,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,197,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 549-550.</p>",549-550,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,270,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 557-559.</p>",557-559,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,128,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 56-61.</p>",56-61,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,62,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 566-569.</p>",566-569,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,453,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 566, 598-599.</p>","566, 598-599",,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,33,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 566, 602.</p>","566, 602",,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1329,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 570-571.</p>",570-571,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,32,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 572-576.</p>",572-576,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,119,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 621, 627.&nbsp;</p>","621, 627",,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,612,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 631-634.</p>",631-634,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1100,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 641-642.</p>",641-642,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,899,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 81-86.</p>",81-86,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,900,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 90-91.</p>",90-91,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,723,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 92-93.</p>",92-93,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,905,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 95-100.</p>",95-100,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,85,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp.&nbsp;235-237.</p>",235-237,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,960,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications,&nbsp; pp. 385-387.</p>",385-387,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1220,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications,&nbsp;p. 583.</p>",583,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,936,"<p>
Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications,&nbsp;p. 587.</p>",587,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,226,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, p. 50.</p>",50,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,38,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, pp. 109-113.</p>",109-113,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1303,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, pp. 235-237.</p>",235-237,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,10,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, pp. 288-294.</p>",288-294,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,11,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, pp. 353-357.</p>",353-357,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,877,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, pp. 65-80.</p>",65-80,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,514,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications, pp. 660-662.</p>",660-662,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,724,"<p>
Akester, Matthew. 2016. Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet. Chicago, IL: Serindia Publications.</p>",,,,1087869026,,,
69,,63,"<p>
Akester, Matthew. 2016.&nbsp;<em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 394-401.</p>",394-401,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,603,"<p>
Akester, Matthew. 2016.&nbsp;<em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp.&nbsp;577-591.</p>",577-591,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,536,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 105-106.</p>",105-106,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,355,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 110.</p>",110,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,348,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 117.</p>",117,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,822,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 182-186.</p>",182-186,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,101,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 497.</p>",497,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,185,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 518.</p>",518,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,995,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 622.&nbsp;</p>",622,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,994,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 622.</p>",622,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,894,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 80.</p>",80,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,895,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 80.</p>",80,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1289,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 182, 291.</p>","182, 291",,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,553,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 447-450.</p>",447-450,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,35,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 500-504.</p>",500-504,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,657,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 505-506.</p>",505-506,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,90,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 613-622.</p>",613-622,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,110,"<p>
Akester, Matthew. 2016.<em> Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 623-628.</p>",623-628,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,321,"<p>
Akester, Matthew. 2016.<em>&nbsp;Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 127.</p>",127,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,897,"<p>
Akester, Matthew. 2016.<em>&nbsp;Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 80.</p>",80,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,896,"<p>
Akester, Matthew. 2016.<em>&nbsp;Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, p. 80.</p>",80,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,1356,"<p>Akester, Matthew, and Mkhyen-brtseʼi-dbang-po. 2016.&nbsp;<em>Jamyang Khyentsé Wangpo&#39;s Guide to Central Tibet</em>. Chicago: Serindia Publications, pp. 300, 303-304.</p>",303-304,,,1087869026,,,
69,,909,"<p>Akester, Matthew. 2016. <em>Jamyang Khyentse Wangpo&#39;s Guide to Central Tibet</em>. Chicago, IL: Serindia Publications, pp. 112-113.</p>",112-113,,,1087869026,http://www.worldcat.org/oclc/1087869026,,
69,,210,"<p>
&ldquo;Dzamthang Tsangwa Monastery.&rdquo; Jonang Foundation. Accessed December 8, 2020.</p>",,,,,https://jonangfoundation.org/sites/dzamthang-tsangwa-monastery,,
70,,564,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, 226-227.</p>",226-227,,,191754549,https://search.worldcat.org/title/57410229,,
70,,599,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 142.</p>",142,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1196,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 193.</p>",193,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,225,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 203.</p>",203,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1351,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 203.</p>",203,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,195,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 210-211.</p>",210-211,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,295,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 295.</p>",295,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,90,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 304-305.</p>",304-305,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,561,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 314.</p>",314,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,228,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 370.</p>",370,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,241,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 410.</p>",410,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1330,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 431.</p>",431,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1010,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 464.</p>",464,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1164,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 486.</p>",486,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1114,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 490.</p>",490,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1307,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 491.</p>",491,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1096,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 495.</p>",495,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,43,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 498.</p>",498,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,282,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 500.</p>",500,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,412,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 504.</p>",504,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,440,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 573.</p>",573,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,340,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 582.</p>",582,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,441,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 586.</p>",586,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,212,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 595.</p>",595,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,434,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 599-601.</p>",599-601,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1165,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 600-601.</p>",600-601,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1248,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 610.</p>",610,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1112,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 648.</p>",648,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1320,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 649.</p>",649,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,208,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 650.</p>",650,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,368,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 651.</p>",651,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1091,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, p. 682.</p>",682,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,36,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 146-149.</p>",146-149,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1121,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 154-155.</p>",154-155,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1083,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 443-447.</p>",443-447,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,9,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 493-495.</p>",493-495.,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,180,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 497-498.</p>",497-498,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,207,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 501-503.</p>",501-503,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,12,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 505-507.</p>",505-507,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,266,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 531-532.</p>",531-532,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1185,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 668-669.</p>",668-669,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,41,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 668-670.</p>",668-670,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1022,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint, pp. 85-86.</p>",85-86,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1273,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath: Footprint.</p>",,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,484,"<p>
Gyurme Dorje. 2004. <em>Tibet Handbook</em>. Bath:&nbsp;Footprint, pp. 675-676.</p>",675-676,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,369,"<p>
Gyurme Dorje. 2004. Tibet Handbook. Bath: Footprint, p. 453-453.</p>",453-453,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,822,"<p>
Gyurme Dorje. 2004.&nbsp;<em>Tibet Handbook</em>. Bath: Footprint, p. 157.</p>",157,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,63,"<p>
Gyurme Dorje. 2004.&nbsp;<em>Tibet Handbook</em>. Bath: Footprint, p. 232.</p>",232,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,110,"<p>
Gyurme Dorje. 2004.&nbsp;<em>Tibet Handbook</em>. Bath: Footprint, p. 305.</p>",305,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,512,"<p>
Gyurme Dorje. 2004.&nbsp;<em>Tibet Handbook</em>. Bath: Footprint, p. 519.</p>",519,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,404,"<p>
Gyurme Dorje. 2004.&nbsp;<em>Tibet Handbook</em>. Bath: Footprint, p. 571.</p>",571,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,716,"<p>
Gyurme Dorje. 2004.&nbsp;<em>Tibet Handbook</em>. Bath: Footprint, p. 626-627.</p>",626-627,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,143,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, p. 155.</p>",155,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1344,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, p. 505.</p>",505,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,345,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, p. 571.</p>",571,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,375,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, p. 595.</p>",595,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1043,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, p. 614.</p>",614,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1157,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, pp. 174-175.</p>",174-175,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,672,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, pp. 201-203.</p>",201-203,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,1046,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, pp. 498-499.</p>",498-499,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,805,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, pp. 568-567.</p>",568-567,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,156,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint, pp. 581-582.</p>",581-582,,,191754549,http://www.worldcat.org/oclc/877441763,,
70,,532,"<p>
Gyurme Dorje. 2004.<em> Tibet Handbook</em>. Bath: Footprint.</p>",,,,191754549,http://www.worldcat.org/oclc/877441763,,
71,,1162,"<p>
Dorje, Gyurme. 2004. <em>Bhutan</em>. Bath: Footprint, pp. 104-105.</p>",104-105,,,56453707,http://www.worldcat.org/oclc/56453707,,
71,,331,"<p>
Gyurme Dorje. 2009. <em>Footprint Guide to Tibet, Fourth Edition</em>. Bristol: Footprint, p. 161.</p>",161,,,191754549,,,
71,,1541,"<p>
Gyurme Dorje. 2009. <em>Footprint Guide to Tibet, Fourth Edition</em>. Bristol: Footprint, pp. 164.</p>",164,,,191754549,,,
71,,1399,"<p>
Gyurme Dorje. 2009. <em>Footprint Tibet Handbook, Fourth Edition</em>. Bath: Footprint, p. 178.</p>",178,,,191754549,,,
71,,247,"<p>
Gyurme Dorje. 2009. <em>Footprints Guide to Tibet, fourth edition</em>. Bath: Footprints, p. 624.</p>",624,,,191754549,,,
71,,60,"<p>
Gyurme Dorje. 2009. <em>Footprints Guide to Tibet, Fourth Edition</em>. Bristol: Footprints, pp. 482-483.</p>",482-483,,,191754549,,,
71,,1518,"<p>
Gyurme Dorje. 2009. <em>Footprints Guide to Tibet</em>. Bath: Footprints, p. 240.</p>",240,,,191754549,,,
71,,1492,"<p>
Gyurme Dorje. 2009. <em>Footprints Guide to Tibet</em>. Bath: Footprints, p. 339.</p>",339,,,191754549,,,
71,,536,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook.</em> Bath: Footprint, p. 122.</p>",122,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,909,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook.</em> Bath: Footprint, pp. 130-131.</p>",130-131,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,879,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 101.</p>",101,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,873,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 122</p>",122,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,348,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 137.</p>",137,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,823,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 160.</p>",160,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,315,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 170.</p>",170,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,305,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 187.</p>",187,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,10,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 205-208.</p>",205-208,,,191754549,http://www.worldcat.org/oclc/191754549,,
71,,1500,"<p>
Gyurme Dorje. 2009. <em>Tibet Handbook</em>. Bath: Footprint, p. 222.</p>",222,,,191754549,http://www.worldcat.org/oclc/191754549,,
